Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:4	aee6			שֵׁ֤ם הָֽ⁠אַחַת֙ & וְ⁠שֵׁ֥ם הַ⁠שֵּׁנִ֖ית	1	**एउटी स्‍त्रीको नाउँ … अर्की स्‍त्रीको नाउँ थियो**
1:4	rt4c			כְּ⁠עֶ֥שֶׂר שָׁנִֽים	1	एलीमेलेक र नाओमी मोआब देशमा आएका दश वर्षपछि, उनीहरूका छोराहरू महलोन र किल्योनको मृत्यु भयो ।
1:5	dbr3			וַ⁠תִּשָּׁאֵר֙ הָֽ⁠אִשָּׁ֔ה מִ⁠שְּׁנֵ֥י יְלָדֶ֖י⁠הָ וּ⁠מֵ⁠אִישָֽׁ⁠הּ	1	नाओमी विधवा भइन् र तिनका दुईवाटै छोराहरू मरे ।
1:6	u9q2			וְ⁠כַלֹּתֶ֔י⁠הָ	1	नाओमीका छोराहरूसँग विवाह गर्ने स्‍त्रीहरू
1:6	sa4z		rc://*/ta/man/translate/figs-explicit	שָֽׁמְעָה֙ בִּ⁠שְׂדֵ֣ה מוֹאָ֔ב	1	**मोआब देशमा हुँदा नै तिनले सुनेकी थिइन्**। यसले इस्राएलबाट समाचार आएको आशय व्यक्त गर्छ । वैकल्पिक अनुवादः "तिनी मोआबको क्षेत्रमा हुँदा नै तिनले इस्राएलबाट आएका कोहीबाट सुनेकी थिइन्" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-explicit]])
1:6	ser2			יְהוָה֙	1	यो पुरानो करारमा परमेश्‍वरले आफ्ना मानिसहरूलाई प्रकट गर्नुभएको उहाँको नाउँ हो ।
1:6	v86z			פָקַ֤ד & אֶת־עַמּ֔⁠וֹ	1	परमेश्‍वरले उनीहरूका आवश्यकता देख्‍नुभयो र उनीहरूलाई असल फसल दिनुभयो । वैकल्पिक अनुवादः "इस्राएलीहरूलाई सहायता गर्नुभएको थियो"
1:6	ab01		rc://*/ta/man/translate/figs-synecdoche	לָ⁠תֵ֥ת לָ⁠הֶ֖ם לָֽחֶם׃	1	**रोटी**ले यहाँ सामान्य (दैनिक भोजन) खानालाई जनाउँछ । वैकल्पिक अनुवादः "उनीहरूलाई प्रशस्‍त फसलहरू दिएर, ताकि उनीहरूसँग प्रशस्त खाना होस् ।" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-synecdoche]])
1:7	w7ti			וַ⁠תֵּלַ֣כְנָה בַ⁠דֶּ֔רֶךְ	1	**र उनीहरू बाटैबाटो हिँडे** । बाटैबटो हिँड्नुको अर्थ पैदल यात्रा गर्नु हो ।
1:8	fu39			לִ⁠שְׁתֵּ֣י כַלֹּתֶ֔י⁠הָ	1	**तिनका दुई छोराहरूका पत्‍नीहरू** वा **तिनका दुई छोराहरूका विधवाहरू**
1:8	lxs2		rc://*/ta/man/translate/figs-you	אִשָּׁ֖ה	1	नाओमीले दुई जनासँग कुरा गरिरहेकी थिइन्, त्यसैले द्वित्व **तिमी(दीतीय पुरुष)** हुने भाषाहरूले तिनको संवादहरूभरि नै सो प्रयोग गर्नुपर्छ । (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-you]])
1:8	hsf7			לְ⁠בֵ֣ית אִמָּ֑⁠הּ	1	**तिमीहरूका आ-आफ्नै आमाको घरतिर**
1:8	i262			חֶ֔סֶד	1	**करारीय विश्‍वासयोग्यता** भनेको कसैले अर्को व्यक्तिप्रतिको आफ्ना सबै कर्त्तव्यहरू र बफादारीताहरू पूरा गरिरहनु हो । यसको छलफल परिचयमा हेर्नु होला ।
1:8	g4r8		rc://*/ta/man/translate/figs-idiom	עִם־הַ⁠מֵּתִ֖ים	1	**तिमीहरूका मृत पतिप्रति**। नाओमीले मरिसकेका तिनका दुई छोराहरूलाई उल्लेख गर्दै थिइन् . (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-idiom]])
1:8	acb4		rc://*/ta/man/translate/figs-nominaladj	הַ⁠מֵּתִ֖ים	1	**तिमीहरूका मृत पतिप्रति** (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-nominaladj]])
1:9	pm6y			יִתֵּ֤ן יְהוָה֙ לָ⁠כֶ֔ם וּ⁠מְצֶ֣אןָ	1	**परमप्रभुले तिमीहरूलाई देऊन्** वा **परमप्रभुले तिमीहरूलाई पाउन देऊन्**
1:9	c74v		rc://*/ta/man/translate/figs-metaphor	וּ⁠מְצֶ֣אןָ מְנוּחָ֔ה	1	**विश्राम**ले यहाँ आराम गरेर बस्‍नु भन्‍ने बुझाउँदैन । यसको अर्थ ती स्‍त्रीहरूका निम्ति घर अर्थात् उनीहरूको स्वमित्व हुने ठाउँ हो, जसमा विवाहबाट आउने सुरक्षा पर्छ । (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-metaphor]])
1:9	v2vx		rc://*/ta/man/translate/figs-metonymy	בֵּ֣ית אִישָׁ֑⁠הּ	1	यसको अर्थ नयाँ पतिहरूसँग, पहिले नै मरिसकेका पतिहरूसँग होइन वा कसैको पतिसँग हुन्छ । **घर**ले पतिको स्वमित्मा रहेको भौतिक घर र पतिले प्रदान गर्ने शर्म र गरिबीप्रतिको सुरक्षालाई जनाउँछ । (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-metonymy]])
1:9	t69w		rc://*/ta/man/translate/figs-idiom	וַ⁠תִּשֶּׂ֥אנָה קוֹלָ֖⁠ן וַ⁠תִּבְכֶּֽינָה	1	सोर उचाल्नु (ठुलो पार्नु) भनेको ठुलो सोरमा बोल्‍नुको निम्ति प्रयोग गरिने वाक्पद्धति हो । छोरीहरू ठुलो सोरमा रोए वा तिक्ततापूर्वक रोए । (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-idiom]])
1:10	mag8		rc://*/ta/man/translate/figs-exclusive	נָשׁ֖וּב	1	जब ओर्पा र रूथले भने **हामी**, उनीहरूले नाओमीलाई होइन उनीहरूलाई मात्र उल्लेख गरिरहेका थिए । त्यसैले सम्मिलित र असम्मिलित **हामी** भएका भाषाहरूले असम्मिलित रूप प्रयोग गर्नुपर्छ । (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-exclusive]])
1:10	bq4j		rc://*/ta/man/translate/figs-you	אִתָּ֥⁠ךְ	1	यहाँ **तिमी" नाओमीलाई उल्लेख गर्ने एकवचन रूप हो । (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-you]])
1:11	ggi3		rc://*/ta/man/translate/figs-rquestion	לָ֥⁠מָּה תֵלַ֖כְנָה עִמִּ֑⁠י	1	यो आलङ्‍कारिक प्रश्‍न हो । वैकल्पिक अनुवादः "तिमी मसँग जानुको अर्थ छैन ।" वा "तिमी मसँग जानु हुँदैन ।" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-rquestion]])
1:11	q2hn		rc://*/ta/man/translate/figs-rquestion	הַֽ⁠עֽוֹד־לִ֤⁠י בָנִים֙ בְּֽ⁠מֵעַ֔⁠י וְ⁠הָי֥וּ לָ⁠כֶ֖ם לַ⁠אֲנָשִֽׁים	1	यो आलङ्‍कारिक प्रश्‍न हो । उनीहरूले विवाह गर्नको निम्ति नाओमीले अरू छोराहरू जन्माउन सक्दिनन् भनी नाओमीले यो प्रश्‍न प्रयोग गर्छिन् । वैकल्पिक अनुवादः "निश्‍चय नै तिमीहरूका पति हुनलाई मैले अरू कुनै छोराहरू जन्माउन सक्दिन ।" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-rquestion]])
1:12	dyc4		rc://*/ta/man/translate/figs-explicit	זָקַ֖נְתִּי מִ⁠הְי֣וֹת לְ⁠אִ֑ישׁ	1	पति महत्त्वपूर्ण हुने कारण स्पष्ट रूपमा उल्लेख गर्न सकिन्छ । वैकल्पिक अनुवादः "फेरि विवावह गर्न र अरू छोराछोरीहरू पाउन म अति वृद्ध भइसकेकी छु ।" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-explicit]])
1:12	abc1		rc://*/ta/man/translate/figs-rquestion	כִּ֤י אָמַ֨רְתִּי֙ יֶשׁ־לִ֣⁠י תִקְוָ֔ה גַּ֣ם הָיִ֤יתִי הַ⁠לַּ֨יְלָה֙ לְ⁠אִ֔ישׁ וְ⁠גַ֖ם יָלַ֥דְתִּי בָנִֽים	1	यो आलङ्‍कारिक प्रश्‍न यहाँ सुरु हुन्छ र अर्को पदसम्म जान्छ । उनीहरूले विवाह गर्नको निम्ति नाओमीले अरू छोराहरू जन्माउन सक्दिनन् भनी तिनले यो प्रश्‍न प्रयोग गर्छिन् । वैकल्पिक अनुवादः "अहिले नै विवाह गरिहाल्‍न र छोराहरू जन्माइहाल्न सम्भव थियो भने पनि ..." (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-rquestion]])
1:12	kh9g			יָלַ֥דְתִּי בָנִֽים	1	**छोराछोरीहरू जन्माउनु** वा **पुरुष शिशुहरू जन्माउनु**
1:13	gmc2		rc://*/ta/man/translate/figs-rquestion	אֲשֶׁ֣ר יִגְדָּ֔לוּ הֲ⁠לָהֵן֙ תֵּֽעָגֵ֔נָה לְ⁠בִלְתִּ֖י הֱי֣וֹת לְ⁠אִ֑ישׁ	1	नाओमीले अघिल्‍लो पदमा सुरुवात गरेकी आलङ्‍कारिक प्रश्‍न पूरा गर्छिन् र उही अर्थलाई जोड दिने दोस्रो आलङ्‍‍कारिक प्रश्‍न सोध्‍छिन् । वैकल्पिक अनुवादः "...तिमीहरूले उनीहरू बढेर विवाह गर्ने उमेर भएसम्म पर्खंदैनौ ताकि तिमीहरूले विवाह गर्न सक । तिमीहरूले त्यसअघि नै विवाह गर्नुपर्छ ।" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-rquestion]])
1:13	ab04			אֲשֶׁ֣ר יִגְדָּ֔לוּ הֲ⁠לָהֵן֙ תֵּֽעָגֵ֔נָה לְ⁠בִלְתִּ֖י הֱי֣וֹת לְ⁠אִ֑ישׁ	1	यसले मृतकको विधवालाई विवाह गर्ने प्रचलनलाई जनाउँछ, जसमा कुनै विवाहित पुरुष मर्‍यो भने उसका भाइहरूमध्ये कसैले उसको विधवालाई विवाह गर्ने अपेक्षा गरिन्थ्यो । बढी व्याख्याको निम्ति परिचयमा हेर्नुहोस् ।
1:13	gh99		rc://*/ta/man/translate/figs-metaphor	מַר־לִ֤⁠י מְאֹד֙	1	तितोपन शोकको निम्ति रूपक हो । वैकलपिक अनुवादः "यसले मलाई साह्रै दुःखित तुल्याउँछ ।" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-metaphor]])
1:13	ab02		rc://*/ta/man/translate/figs-explicit	יָצְאָ֥ה בִ֖⁠י יַד־יְהוָֽה	1	परमप्रभुले के गर्नुभएको छ त्यसलाई स्पष्ट रूपमा उल्लेख गर्न सकिन्छ । वैकल्पिक अनुवादः "परमप्रभुेल हाम्रा पतिहरू लानुभएको छ" (हेर्नहोस्: [[rc://*/ta/man/translate/figs-explicit]])
1:13	z9u3		rc://*/ta/man/translate/figs-metonymy	יָצְאָ֥ה בִ֖⁠י יַד־יְהוָֽה	1	**हात** शब्दले परमप्रभुको शक्ति वा प्रभावलाई जनाउँछ । वैकल्पिक अनुवादः "परमप्रभुले मेरो जीवनमा भयानक कुराहरू ल्याउनुभएको छ ।" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-metonymy]])
1:14	n47v		rc://*/ta/man/translate/figs-idiom	וַ⁠תִּשֶּׂ֣נָה קוֹלָ֔⁠ן וַ⁠תִּבְכֶּ֖ינָה	1	यसको मतलब उनीहरू ठुलो सोरमा रोए वा धुरुधरु रोए । (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-idiom]])
1:14	t4sl		rc://*/ta/man/translate/figs-explicit	וְ⁠ר֖וּת דָּ֥בְקָה בָּֽ⁠הּ	1	**रूथचाहिँ तिनीसँगै टाँसिए**। वैकल्पिक अनुवादः "रूथले छोड्न इन्कार गरिन्" वा "रूथले तिनलाई छोडिनन्" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-explicit]])
1:15	ld6g			הִנֵּה֙	1	**ध्यान दिनुहोस्, किनभने मैले भन्‍न लागेको कुरा सत्य र महत्त्वपूर्ण छ ।**
1:15	man4			אֱלֹהֶ֑י⁠הָ	1	ओर्पा र रूथले नाओमीका छोराहरूसँग विवाह गर्नअघि, उनीहरूले मोआबका देवताहरू पुज्थे । उनीहरूको विवाहको अवधिमा, उनीहरूले परमप्रभुको आराधना गरे । अहिले, ओर्पा फेरि मोआबका देवताहरू नै पुज्‍न जाँदै थिइन् ।
1:15	nqm3		rc://*/ta/man/translate/writing-participants	יְבִמְתֵּ֔⁠ךְ	1	**तिम्री पतिकी पत्नी** वा **ओर्पा**। यो व्यक्तिलाई बुझाउन आफ्नो भाषामा स्वभाविक तरिकाको प्रयोग गर्नुहोस् । (हेर्नुहोस्: [[rc://*/ta/man/translate/writing-participants]])
1:16	z5ug			וּ⁠בַ⁠אֲשֶׁ֤ר תָּלִ֨ינִי֙	1	**तपाईं जहाँ बस्‍नुहुन्छ**
1:16	b518		rc://*/ta/man/translate/figs-explicit	עַמֵּ֣⁠ךְ עַמִּ֔⁠י	1	रूथले नाओमीका मानिसहरू अर्थता् इस्राएलीहरूलाई उल्लेख गरिहेकिछिन् । वैकल्पिक अनुवादः "तपाईंका देशका मानिसहरूलाई मैले मेरा आफ्नै मानिसहरू मान्‍ने छु" वा "तपाईंका नातेदारहरूलाई मैले आफ्नै नातेदारहरू मान्‍ने छु" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-explicit]])
1:17	lql7		rc://*/ta/man/translate/figs-idiom	בַּ⁠אֲשֶׁ֤ר תָּמ֨וּתִי֙ אָמ֔וּת	1	यसले बाँकी जीवन नाओमी बस्‍ने ठाउँ र नगरमा नै बिताउने रूथको इच्छालाई जनाउँछ । (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-idiom]])
1:17	sje3		rc://*/ta/man/translate/figs-idiom	יַעֲשֶׂ֨ה יְהוָ֥ה לִ⁠י֙ וְ⁠כֹ֣ה יֹסִ֔יף כִּ֣י	1	यो तिनले जे भन्छिन् सो गर्न तिनी अत्यन्त प्रतिबद्ध छिन्‌ भन्‍ने देखाउन रूथले प्रयोग गरेकी एउटा वाक्पद्धति हो । तिनले गरेकी कुरा गरिनन् भने परमेश्‍वरले तिनलाई दण्ड देऊन् भनी आफैमाथि सरापको घोषणा गरिरहेकी छिन् । तपाईंको भाषामा यसो गर्ने तरिका छ भने त्यो स्वरूपलाई प्रयोग गर्नुहोस् । (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-idiom]])
1:17	abc2			כִּ֣י הַ⁠מָּ֔וֶת יַפְרִ֖יד בֵּינִ֥⁠י וּ⁠בֵינֵֽ⁠ךְ	1	**यदि हामीलाई एक अर्काबाट मृत्युबाहेक अरू कुनै कुराले अलग गर्छ भने** वा **यदि तपाईं र म जीवित हुँदा, मैले तपाईंलाई छोड्छु भने**
1:17	ab05		rc://*/ta/man/translate/figs-idiom	יַפְרִ֖יד בֵּינִ֥⁠י וּ⁠בֵינֵֽ⁠ךְ	1	यो दुई जना मानिसहरू बिचको दुरि जनाउने वाक्पद्धति हो । वैकल्पिक अनुवादः "हामी दुई जनालाई अलग गर्छ" वा "हाम्रो बिचमा आउँछ" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-idiom]])
1:18	rsq2			וַ⁠תֶּחְדַּ֖ל לְ⁠דַבֵּ֥ר אֵלֶֽי⁠הָ	1	**नाओमीले रूथसँग बहस गर्न छोडिन्**
1:19	j9wa		rc://*/ta/man/translate/नयाँ घटना लेखन	וַ⁠יְהִ֗י	1	यो वाक्यले कथामा नयाँ घटनको चिनारी दिन्छ । (हेर्नुहोस्: [[rc://*/ta/man/translate/writing-newevent]])
1:19	jdr1		rc://*/ta/man/translate/पृष्ठभूमि र समयलाई जोड्ने व्याकरण	כְּ⁠בֹאָ֨⁠נָה֙ בֵּ֣ית לֶ֔חֶם	1	यो पृष्ठभूमि उपवाक्यले, नाओमी रूथसँगै बेथेलहेम फर्केपछि नयाँ घटना घटेको कुरा वर्णन गर्छ । (हेर्नुहोस्: [[rc://*/ta/man/translate/grammar-connect-time-background]])
1:19	y3us		rc://*/ta/man/translate/आलङ्‌कार- उपलक्षण	כָּל־הָ⁠עִיר֙	1	**सहर**ले त्यहाँ बस्‍ने मानिसहरूलाई बुझाउँछ । वैकल्पिक अनुवादः "सहरका सबै मानिसहरू" (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-metonymy]])
1:19	abc3		rc://*/ta/man/translate/अङ्‍कार-अत्योक्ति	כָּל־הָ⁠עִיר֙	1	यहाँ **सारा** अत्योक्ति हो । सहरका धेरै बासिन्दाहरू उत्साहित थिए, तर यो खबरले केही बासिन्दाहरू उत्साहित नहुन सक्छन् । (हेर्नुहोस्: [[rc://*/ta/man/translate/figs-hyperbole]])
