Reference	ID	Tags	Quote	Occurrence	Question	Response
2:2	tema				जब उनी कोरिन्थीहरूको माझमा थिए, उनले के बुझ्ने निर्णय गरे ?	पावलले येशू ख्रीष्ट र उहाँ क्रुसमा टाँगिनु भएको कुरा बाहेक अरू केही कुरा नबुझ्ने निर्णय गरे ।
2:4-5	ahv0				पावलको उपदेश र उनको घोषणा किन बुद्धिपूर्ण शब्दमा नभएर आत्मा र शक्तिमा प्रस्तुत भयो ?	यो यसकारणले भयो कि तिनीहरूको विश्वास मानिसको बुद्धिमा होइन तर परमेश्वरको शक्तिमा आधारित होस् ।
2:7	w1r1				पावल र उनीसँग भएकाहरूले कुन बुद्धिद्वारा बोले ?	तिनीहरूले परमेश्वरको लुकेको रहस्यमय बुद्धिद्वारा बोले- त्यो लुकेको बुद्धि जो परमेश्वरले हाम्रो महिमाको निम्ति युगयुग अघि देखिनै नियुक्त गर्नुभएको थियो ।
2:8	okzd				यदि पावलको समयका शासकहरूले परमेश्वरको बुद्धि बुझेका भए, उनीहरूले के गर्ने थिएनन् ?	यदि ती शासकहरूले परमेश्वरको बुद्धि बुझेका भए, उनीहरूले महिमाका प्रभुलाई क्रुसमा टाँग्ने थिएनन् ।
2:10	xov7				पावल र उनीसँग भएकाहरूले कसरी परमेश्वरको ज्ञान बुझे ?	परमेश्वरले उनीहरूलाई आत्माद्वारा यी सबै कुरा प्रकाशित गर्नुभयो ।
2:11	w1kq				परमेश्वरको गहिरो कुराहरू कसले जान्दछ ?	परमेश्वरको आत्माले मात्र उहाँका गहिरा कुराहरू जान्दछ ।
2:12	u4z0				पावल र उनीसँग भएकाहरूले के कारणले परमेश्वरबाटको आत्मा प्राप्त गरे ?	परमेश्वरले सित्तैमा दिनुभएको कुरा बुझ्न सकुन भनेर उनीहरूले परमेश्वरको आत्मा प्राप्त गरे ।
2:14	hqs0				आत्मामा नभएका मानिसले किन परमेश्वरको आत्मा सम्बन्धि कुरा बुझ्न वा प्राप्त गर्न सक्दैन ?	आत्मामा नभएका मानिसले ती प्राप्त गर्न सक्दैन किनभने उनीहरू उहाँको निम्ति मुर्ख छन् र त्यस मानिसले ती कुरा बुझ्न सक्दैन किनभने उनीहरू आत्मिकि रितिले जाँचिन्छन् ।
2:16	h8or				येशूलाई विश्वास गर्नेहरूसँग कसको मन छ भनि पावलले भने ?	पावलले भने उनीहरूसँग ख्रिष्टको मन छ ।
3:3	ib2y				किन पावलले कोरिन्थीका विश्वासीहरू अझै शारिरिक नै छन् भने ?	पावलले उनीहरू अझै शारिरिक नै छन् भने किनभने उनीहरू बीचमा डाह र कलह थियो ।
3:5	nikb				कोरिन्थीहरूका निम्ति पावल र अपोल्लोस को थिए ?	उनीहरू सेवकहरू थिए जसद्वारा कोरिन्थीहरूले ख्रीष्टमाथि विश्वास गरे ।
3:7	vb19				कसले बढाउनुहुन्छ ?	परमेश्वरले बढाउनुहुन्छ ।
3:11	kmq6				जग को हुनुहुन्छ ?	येशू ख्रीष्ट जग हुनुहुन्छ ।
3:11-13	egd8				येशू ख्रीष्टको जगमाथि बनाउने मानिसको कामलाई कौ हुनेछ ?	उसको काम दिनको उज्यालोमा र आगोले प्रकाशित हुनेछ ।
3:13	rtwq				मानिसको कामलाई आगोले के गर्नेछ ?	आगोले प्रत्येक मानिसले गरेको कामको गुण प्रकाश गर्दै जाँच्नेछ ।
3:14	ptec				यदि कुनै मानिसको काम आगोबाट बाँच्यो भने उसले के प्राप्त गर्छ ? 	त्यस मानिसले इनाम प्राप्त गर्नेछ ।
3:15	gk8g				त्यस मानिसलाई के हुनेछ जसको काम नष्ट हुन्छ ?	त्यस मानिसले नोक्सानी भोग्नेछ, तर उ आफैचाँहि आगोद्वारा बाँचे झै बाँच्नेछ ।
3:16	eg2x				येशू ख्रीष्टको विश्चासी भएर हामी को हौ त्र हामीमा के वास गर्दछ ?	माही परमेश्वरका मन्दिर हौ र परमेश्वरको आत्मा हामीमा वास गर्नुहुन्छ ।
3:17	djhf				यदि कसैले परमेश्वरको मन्दिर नष्ट गर्छ भने के हुन्छ ?	परमेश्वरको मन्दिर नष्ट गर्नेलाई परमेश्वरले नष्ट गर्नुहुन्छ ।
3:18	i4yj				यस युगमा आफैलाई बुद्धिमान सम्झने मानिसलाई पावल के भन्छन् ?	पावल भन्छन्, "त्यो मानिस मुर्ख बनोस्, ताकि त्यो बुद्धिमान बन्न सकोस् ।
3:20	cwq7				परमप्रभुले बुद्धिमानहरूका विचारहरू कस्तो छ भनि जान्नुहुन्छ ?	परमप्रभु जान्नुहुन्छ कि बुद्धिमानहरूका विचारहरू व्यर्थ छन् ।
3:21-23	bqzi				पावलले कोरिन्थीको विश्वासीहरूलाई किन मानिसको बारेमा घमण्ड गर्न रोक्नु भन्छन् ?	उनले तिनीहरूलाई घमण्ड गर्न रोक्नु भन्नुहुन्छ, "किनभने सबै तिमीहरू कै हुन्", र किनभने, "तिमीहरू ख्रीष्टका हौ अनि ख्रीष्ट परमेश्वरका हुनुहुन्छ ।
4:1	k2o5				पावल र उनका सहकर्मीहरूलाई कोरिन्थीहरूले कसरी सम्बोधन गर्नुपर्छ ?	कोरिन्थीहरूले उनीहरूलाई ख्रीष्टका सेवक र परमेश्वरका गुप्तका सत्यताको भण्डारे भनी सम्बोधन गर्नुपर्छ ।
4:2	q6dm				भण्डारेमा हुनुपर्ने एक आवश्यकता के हो ?	भण्डारेहरू विश्वासयोग्य ठहरिनुपर्छ ।
4:4	i87u				पावलले उनको न्यायकर्ता को हो भन्छन् ?	पावलले भन्छन् प्रभुले उनको न्याय गर्नुहुन्छ ।
4:5	tuac				जब परमेश्वर आउनुहुन्छ, उहाँले के गर्नुहुन्छ ?	He will bring to light the hidden things of darkness and reveal the purposes of the hearts.
4:6	kgrk				Why did Paul apply these principles to himself and to Apollos?	Paul did it for the sake of the Corinthian believers so they might learn the meaning of the saying, “Not beyond what is written,” so that none of them would think in favor of one against the other.
4:8	f81o				Why does Paul wish the Corinthian believers did reign?	Paul wishes they did reign so that Paul and his companions could be reigning with them.
4:10	n6uv				What are three ways Paul contrasts himself and his companions with the Corinthian believers?	Paul says, “We are fools for Christ’s sake, but you are wise in Christ. We are weak, but you are strong. You are held in honor, but we are held in dishonor.”
4:11	iu76				प्रेरितहरूको शारिरिक अवस्थालाई पावलले कसरी वर्णन गर्छन् ?	Paul said they were hungry and thirsty, poorly clothed, brutally beaten and homeless.
4:12-13	pvtc				How did Paul and his companions respond when they were mistreated?	When they were attacked, they blessed. When they were persecuted, they endured it. When they were slandered, they spoke with kindness.
4:14	axu2				कोरिन्थीका विश्वासीहरूलाई पावलले किन यी सबै कुरा लेखे ?	आफ्नै प्रिय बालकहरू झै सुधार्नको लागी पावलले यी सबै लेखे ।
4:16	a7gk				कोरिन्थीका विश्वासीहरूलाई कसको अनुसरण गर्न पावल भन्छन् ?	तिनीहरूले उनको अनुसरण गर्न पावल भन्छन् ।
4:17	vhai				Of what was it that Paul sent Timothy to the Corinthian believers to remind them?	Paul sent Timothy to Corinth to remind the believers there of Paul’s ways in Christ.
4:18	wgi7				कोरिन्थीका कोही विश्वासीहरू कसरी 	Some of them were arrogant, acting as though Paul was not coming to them.
4:20	hirg				परमेश्वरको राज्य के मा रहेको छ ?	परमेश्वरको राज्य शक्तिमा रहेको छ ।
5:1	hb3v				कोरिन्थीमा भएको मण्डलीको बारेमा के कुरा पावलले सुने ? 	पावलले त्यहाँ व्यभिचारको कुरा सुने । तिनीहरूमध्ये एकजना आफ्नो बुबाको पत्नीसँग सुतेको थियो ।
5:2	niaf				त्यो मानिस, जसले आफ्नो बुबाको पत्नीसँग पाप गर्यो, उसलाई के गर्नु भनी पावलले भने ?	त्यो मानिस, जसले आफ्नो बुबाको पत्नीसँग पाप गर्यो, उसलाई तिनीहरूको बिचबाट हटाउनु पर्छ ।
5:4-5	bbnd				त्यो मानिस, जसले आफ्नो बुबाको पत्नीसँग पाप गर्यो, उसलाई तिनीहरूको बिचबाट  कसरी र किन हटाउनुपर्छ ?	When the church at Corinth gathered together in the name of the Lord Jesus, they were to hand the sinning man over to Satan for the destruction of the flesh, so that his spirit might be saved on the day of the Lord.
5:8	crqw				खराब आचरण र दुष्टतालाई पावलले के सँग तुलना गर्छन् ?	पावलले तिनिहरूलाई खमिरसँग तुनला गर्छन् ।
5:8	ebav				What does Paul use as a metaphor for sincerity and truth?	Paul uses unleavened bread as a metaphor for sincerity and truth.
5:9	ykxc				कोरिन्थीको विश्वासीहरूलाई पावलले को सँग संगत नगर्न भन्छन् ?	पावलले उनीहरूलाई व्यभिचारीहरूसँग संगत नगर्नु भनी  लेख्छन् ।
5:10	vg24				Did Paul mean for them not to associate with any sexually immoral people?	Paul did not mean the immoral people of this world. You would have to go out of the world to stay away from them
5:11	q5sz				With whom did Paul mean for the Corinthian believers not to associate?	He meant for them not to associate with anyone who is called a brother or sister in Christ and who is sexually immoral, greedy, verbally abusive, a drunkard, a swindler, or an idolater.
5:12	lnax				विश्वासीहरूले कसको न्याय गर्नुपर्छ ?	तिनीहरूले मण्डली भित्रकाहरूको न्याय गर्नुपर्छ ।
5:13	m99n				कसले मण्डली बाहिरकाहरूको न्याय गर्नुहुन्छ ?	परमेश्वरले मण्डली बाहिरकाहरूको न्याय गर्नुहुन्छ ।
6:1-3	h1dd				What does Paul say the saints at Corinth should be able to judge?	Paul says they should be able to judge disputes between saints concerning the matters of this life.
6:2-3	o0lm				सन्तहरूले कसको न्याय गर्नेछन् ?	सन्तहरूले संसार र स्वर्गदूतहरूको न्याय गर्नेछन् ।
6:6	bwu2				 कोरिन्थीका विश्वासीहरूले कसरी एक अर्कासँगको कलह मिलाएका छन् ?	एस विश्वासी अर्को विश्वासीको विरूद्धमा अदालत जान्छ र त्यो मुद्दा न्यायधिसको सामु राखिन्छ जो अविश्वासी हुन् ।
6:7	j267				What does the fact that there are disputes among the Corinthian Christians indicate?	It indicates that this is a defeat for them.
6:9-10	s5i0				परमेश्वरको राज्य कसले अधिकार गर्दैन ?	The unrighteous: the sexually immoral, idolaters, adulterers, male prostitutes, those who practice homosexuality, thieves, the greedy, drunkards, slanderers, and swindlers will not inherit the kingdom of God.
6:11	ohwt				What happened to the Corinthian believers who previously practiced unrighteousness?	They were cleansed and made holy, made right with God in the name of the Lord Jesus Christ and by the Spirit of our God.
6:12-13	rg4o				कुन दुई कुरालाई पावलले आफुमाथि अधिन गर्न नदिने बताउछन् ?	
6:15	ds3o				विश्वासीहरूको शरिर के को अंग हुन् ?	तिनीहरूको शरिर ख्रिष्टको अंग हुन् ।
6:15	hr8e				के विश्वासीहरू वेश्यासँग जोडिनुहुन्छ ?	अँह, यो कहिल्यै नहोस् ।
6:16	mz9c				जब कोही वेश्यासँग जोडिन्छ, तब के हुन्छ ?	ती दुई एकै शरिर हुन्छन् ।
6:17	meeg				जब कोही प्रभुसँग जोडिन्छ भने के हुन्छ ?	उहाँमा ऊ आत्मामा एक हुन्छ ।
6:18	iyrg				जब मानिसहरूले व्यभिचार गर्छन् उनीहरूले कसको विरुद्ध पाप गर्छन् ?	जब मानिसहरूले व्यभिचार गर्छन् तब उनीहरूले आफ्नै शरिरको विरुद्ध पाप गर्छन् ।
6:19-20	mn50				किन विश्वासीहरूले शरिरद्वारा परमेश्वरको महिमा गर्नुपर्छ ?	तिनिहरूले शरिरद्वारा परमेश्वरको महिमा गर्नुपर्छ किनभने तिनीहरूको शरिर पवित्र आत्माको मन्दिर हो र किनभने तिनीहरू मोल तिरेर किनिएका छन् ।
7:2	q2yj				किन हरेक मानिसको उनको आफ्नो पत्नी हुनुपर्छ र हरेक स्त्रीको उनको आफ्नो पति हुनुपर्छ ?	व्यभिचार सम्बन्धि परिक्षा अनेक भएका कारण हरेक मानिसको उनको आफ्नो पत्नी हुनुपर्छ र हरेक स्त्रीको उनको आफ्नो पति हुनुपर्छ ।
7:4	gmkk				के पति वा पत्नीले आफ्नो शरिरमाथि अधिकार राख्छन् ?	होइन । पतिले आफ्नी पत्नीको शरिरमाथि अधिकार राख्छन् भने पत्नीले आफ्नो पतिको शरिरमाथि अधिकार राख्छिन् ।
7:5	kp04				पति र पत्नीले एकअर्कासँगको पारस्पारिक संसर्गदेखि कहिले इन्कार गर्न ठिक हुन्छ ?	यदि दुवै पति र पत्नीको आपसी सल्लाहमा केही समयको लागी मात्र इन्कार गर्नु ठिक हुन्छ ताकि तिनिहरू प्रार्थनामा लागिरहन सकून् ।
7:8	jgm6				विधवाहरू र अविवाहितलाई के गर्नु असल छ भनी पावल भन्छन् ?	उनी जस्तै तिनिहरू पनि अविवाहित रहे असल हुन्छ भनी पावल भन्छन् ।
7:9	xeex				कस्तो अवस्थामा विधवाहरू र अविवाहितले विवाह गर्न सक्छन् ?	यदि तिनीहरू कामबासनामा जल्छन् र आफूलाई वशमा राक्न सक्दैनन भने तिनीहरूले विवाह गर्न सकछन् ।
7:10-11	hljh				विवाह भएकाहरूलाई प्रभुको के आज्ञा छ ?	पत्नी आफ्नो पतिबाट अलग हुनुहुदैन । यदि उनी पतिबाट अलग हुन्छिन भने उनले विवाह नगरोस् वा उसँग मिलाप गरोस् । अनि पतिले पत्नीलाई नत्यागोस् ।
7:12-13	p0zd				के विश्वासी पति वा पत्नीले उनको वा उनकी अविश्वासी पति वा पत्नीलाई त्याग्नु हुन्छ ?	यदि अविश्वासी पति वा पत्नी उसँग बस्न राजी छ भने विश्वासीले अविश्वासीलाई नत्यागोस् ।
7:15	jf44				यदि अविश्वासी पति वा पत्नी छुट्टिन्छ भने विश्वासीले के गर्ने ?	विश्वासीले अविश्वासीलाई जान देओस् ।
7:17	r33w				पावलले मण्डलीहरूमा के नियम लागू गरे ?	प्रत्येकले प्रभुले दिनुभएको जीवन जीओस् र जस्तो जीवनमा परमेश्वरले बोलाउनुभएको छ, त्यसमा जीओस् भनी नियम थियो ।
7:18	npl0				खतना भएका र बेखतनालाई पावलले के आदेश दिए ?	पावलले भने कि बेखतनाहरू खतना हुन नखोजोस् र खतना भएकाहरू बेखतना हुन नजोजोस् ।
7:21-23	yva1				पावलले कमाराको बारेमा के भने ?	यदि परमेश्वरबाट बोलावट हुँदा तिनीहरू कमारा थिए भने, त्यसको वास्ता नगर, अनि यदि तिनीहरू स्वतन्त्र हुन चाहन्छन् भने स्वतन्त्र होउन् । अझ तिनीहरू कमारा भए प्रभुको स्वतन्त्र मानिस भए। तिनीहरू मानिसको कमारा नबनुन् ।
7:26	jftz				जसको विवाह भएको छैन, त्यो मानिस उनी जस्तै अविवाहित नै भएको असल हो भनी किन पावलले विचार गर्छन् ?	वर्तमानका संकष्टलाई हेर्दा पावलको विचारमा मानिसको लागी अविवाहित रहेको नै असल हो ।
7:27	tluj				यदि कोही वैवाहिक करारद्वारा स्त्रीसँग बाँधिएको छ भने त्यस विश्वासीले के गर्नुपर्छ?	तिनिहरूले त्यस स्त्रीसँगको विवाहको करारबाट स्वतन्त्र हुन नखोजोस् ।
7:28	lygn				पावलले किन पत्नीबाट स्वतन्त्र भएका र विवाह नभएकाहरूलाई "पत्नी नखोज " भन्छन् ?	उनले यसो भने किनभने उनले तिनिहरूलाई विवाह भएकाहरूले यस जीवनमा जुन कष्टको सामना गर्नुपर्नेछ त्यसबाट जोगाउन चाहन्थे । 
7:31	lqal				तिनीहरू जसले संसारका थोकहरू उपभोग गर्छन् किन तिनीहरूले यसमा चासो नभए झै गर्ने ?	तिनीहरूले यस्तो गरून किनभने संसारको अन्त्य आउँदैछ ।
7:33-34	dd2h				विवाह भएका विश्वासीहरूलाई किन प्रभुको भक्ति गर्न गाह्रो पर्छ ?	यो गर्न गाह्रो छ किनभने विवाह भएका पति वा पत्नीले संसारको कुराको फिक्री गर्छन् र कसरी पति वा पत्नीलाई खुसी तुल्याउने भनी विचार गर्छन
7:38	bjxv				कसले मगनी भएकी कन्यालाई विवाह गर्नेले भन्दा उचित गर्छ ? 	जसले विवाह नगर्ने इच्छा गर्छ उसले उचित गर्छ ।
7:39	gojg				एक स्त्री कहिलेसम्म पतिको बन्धनमा रहन्छे ?	पति बाँचुञ्जेलसम्म उ आफ्नो पतिको बन्धनमा रहन्छे ।
7:39	ls4k				यदि विश्वासी पत्निको पति मरे भने उनले को सँग विवाह गर्न सक्छिन्  ?	उनले इच्छा गरेको व्यक्तिसँग विवाह गर्न सक्छिन तर उचाहिँ प्रभुको जन हुनुपर्छ ।
8:1	shxy				पावलले यस अध्यायमा कुन बिषयलाई चर्चा गर्छन् ?	पावलले मुर्तिलाई चढाएको खानेकुराबारे चर्चा गर्छन् ।
8:1	foup				ज्ञान र प्रेमले के परिणाम ल्याउँछ ?	ज्ञानले मानिसलाई घमण्डी बनाउँछ तर प्रेमले निर्माण गर्छ ।
8:4	t0rk				के मुर्ति परमेश्वरको समान छ ?	छैन । संसारको मुर्ति केहि पनि होइन र एक परमेश्वर बाहेक अरू परमेश्वर छैन ।
8:6	t510				एक मात्र परमेश्वर को हुनुहुन्छ ?	पिता परमेश्वर मात्र एक परमेश्वर हुनुहुन्छ जसद्वारा सबै कुरा छन् र हामी उहाँकै निम्ति जिउछौ । 
8:6	hdyu				एक मात्र प्रभु को हुनुहुन्छ ?	येशु ख्रीष्ट एक मात्र प्रभु हुनुहुन्छ जसद्वारा सबै थोक अस्तित्वमा आए र जसद्वारा हामी पनि अस्तित्वमा छौँ ।
8:7	ulos				जब कोहि जो मुर्तिलाई पूजा गर्नेले मुर्तिलाई चढाएको खाना खान्छ भने के हुन्छ ?	तिनीहरूको विवेक भ्रष्ट हुन्छ किनभने यो कमजोर छ ।
8:8	zii4				के हामीले खाने खानाले परमेश्वरमा हामीलाई अझ राम्रो वा खराब बनाउँछ ?	Food will not recommend us to God. We are not worse if we do not eat, nor better if we do eat it.
8:9	xft6				Of what should we be careful that our freedom does not become?	We should be careful that our freedom does not become a reason for someone who is weak in faith to stumble.
8:11	worq				What can happen to a brother or sister with a weak conscience if those with an understanding of the true nature of idols are not careful in using their freedom?	A brother or sister with a weak conscience can be destroyed.
8:11-12	j14x				Who do we sin against when we knowingly cause a brother or sister in Christ to stumble because of their weak conscience?	We sin against the brother or sister that we caused to stumble, and we sin against Christ.
8:13	eu02				What does Paul say he will do if food causes his brother or sister to stumble?	Pauls says if his food causes his brother or sister to stumble, he will never eat meat again.
9:1-2	cvek				What proof did Paul offer that he was an apostle?	Paul says that because the Corinthian believers were his workmanship in the Lord, they themselves were proof of Paul’s apostleship in the Lord.
9:4-5	trtj				What did Paul list as some of the rights of the apostles, the brothers of the Lord, and Cephas?	Paul said they had the right to eat and drink and the right to take along with them a wife who is a believer.
9:7	mz5u				What examples did Paul give of those who receive benefits or pay from their work?	Paul mentions soldiers, one who plants a vineyard, and one who tends a flock as examples of those who receive benefits or pay from their work.
9:9	pe3c				What example from the law of Moses did Paul give to support the idea of receiving benefits or pay from one’s work?	To support his argument, Paul quoted the command, “Do not muzzle an ox when it is treading out the grain.”
9:12	a8jv				Why did Paul and his companions not claim their right to material benefits from the Corinthians?	Paul and his companions did not claim this right so they would not cause any hindrance to the gospel of Christ.
9:14	hba5				What did the Lord command concerning those who proclaim the gospel?	The Lord commanded that those who proclaim the gospel should get their living from the gospel.
9:16	rztd				What did Paul say he could not boast about, and why couldn’t he boast about it?	Paul said he couldn’t boast about preaching the gospel, because he had to preach the gospel.
9:19	o0pj				Why did Paul become a servant to all?	Paul became a servant to all in order that he might win more people to God.
9:20	uh18				Who did Paul become like in order to win Jews?	Paul became like a Jew in order to win Jews.
9:21	zqbb				Who did Paul become like in order to win those outside the law?	Paul became like those outside the law in order to win those outside the law.
9:23	fpvx				Why did Paul do all things for the gospel’s sake?	He did this so that he might participate in the blessings of the gospel.
9:24	dm5o				How did Paul say to run?	Paul said to run to win the prize.
9:25	mdrr				What kind of wreath was Paul running to receive?	Paul was running so that he might receive a wreath which does not perish.
9:27	ft21				Why did Paul subdue his body and make it a slave?	Paul did this so that after he had preached to others, he himself might not be disqualified.
10:1-4	eaaw				What common experiences did their fathers have in the time of Moses?	All were under the cloud and passed through the sea. All were baptized into Moses in the cloud and in the sea, and all ate the same spiritual food and drank the same spiritual drink.
10:4	ywzb				आफ्नो पिता पुर्खालाई पछ्याउने आत्मिक चट्टान को थिए ?	ख्रीष्ट चट्टान हुनुहुन्थ्यो जसले उनीहरूलाई पछ्याउनुभयो ।
10:6	uqfr				मोशाको समयमा परमेश्वर किन तिनीहरूका पिताहरूसँग अप्रसन्न हुनुभयो ?	उहाँ अप्रसन्न हुनुभयो किनभने तिनिहरूका पिताहरूले दुष्ट कुराको चाहना गरे ।
10:9-10	bjcw				परमेश्वरले अनाज्ञाकारी र गनगने मानिसहरूलाई के द्वारा नष्ट गर्नुभयो ?	परमेश्वरले तिनीहरूलाई सर्पहरू र  म ृत्युको दूत द्वारा नष्ट गर्नुभयो ।
10:11	nxg7				ती कुराहरू किन घटे र किन ती लेखिए ?	ती हाम्रो लागी उदाहरण हुन घट्यो र ती हामीलाई सिकाउनको निम्ति लेखिए ।
10:13	md71				के कुनै अलौकिक परिक्षामा हामी परेका छौँ ?	सबै मानवले भोगेको परिक्षा भन्दा बढि हामीले भोगेका छैनौ ।
10:13	pcrh				हामीले परिक्षा सहन सकौँ भनेर परमेश्वरले के गर्नुभएको छ ?	हामीले परिक्षा सहन सकौँ भनेर उहाँले उम्कने बाटो जुटाउनुभएको छ ।
10:14	nt41				कोरिन्थीको विश्वासीहरूलाई पावलले केदेखि भाग्नु भनेर चेतावनी दिन्छन् ?	उनले तिनीहरूलाई मुर्तिपुजा देखि भाग्न चेतावनी दिन्छन् ।
10:16	t64w				विश्वासीहरूले लिने आशिषको कचौरा के हो र तिनीहरूले भाँच्ने रोटी के हो  ?	त्यो कचौरा ख्रीष्टको रगतसँगको सहभागिता हो। रोटी ख्रीष्टको शरिरसँगको सहभागिता हो ।
10:20	m2tj				कसलाई अन्यजातीहरूले बली चढाउँछन् ?	तिनीहरूले यी थोकहरू परमेश्वरलाई नचढाएर भूतप्रेतलाई चढाउँछन् ।
10:20-21	mayf				कोरिन्थीका विश्वासीहरूले भुतप्रेतसँग सहभागी भएको पावलले नचाहेको कारण तिनी उनीहरूलाई के नगर्नु भन्छन् ? 	पावलले तिनीहरूलाई प्रभुको कचौरा र भुतप्रेतको कचौराबाट नपिउन र प्रभुको टेबुलमा र भुतप्रेतको टेबुलमा संगति नगर्न भन्छन् ।
10:22	nqyj				प्रभुको विश्वासी भएर यदि हामीले शैतानसँग साझेदार गर्छौ भने हामीले के जोखिम उठाउँछौँ ?	हामीले परमेश्वरलाई डाही बन्न उस्काउछौ ।
10:24	uzgi				के हामीले आफ्नै भलाई खोज्नुपर्छ ?	होइन बरू हरेकले आफ्नो छिमेकीको भलाई खोज्नुपर्छ ।
