Reference	ID	Tags	Quote	Occurrence	Question	Response
1:24	ove4				पावलले आफू र तिमोथी कोरिन्थियन मण्डलीसँग के गर्दै थिए र के गर्दैनन् भनी बताए?	पावलले भने कि तिनीहरूले आफ्नो विश्वास कस्तो हुनुपर्छ भनेर नियन्त्रण गर्न खोजिरहेका थिएनन्, तर तिनीहरू आफ्नो आनन्दको लागि कोरिन्थियन चर्चसँग काम गरिरहेका थिए।
2:1	tl9b				कोरिन्थियन मण्डलीमा नआएर पावलले कस्ता परिस्थितिहरूबाट बच्न खोजिरहेका थिए?	पावलले कोरिन्थियन मण्डलीमा शोकमा आउनबाट जोगिइरहेका थिए।
2:3	k6hk				पावलले किन कोरिन्थियन मण्डलीलाई आफ्नो अघिल्लो पत्रमा लेखे जस्तै लेखे?	उनले त्यसरी नै लेखे जसरी उहाँ तिनीहरूकहाँ आउँदा उहाँलाई खुसी पार्नु पर्नेहरूबाट उहाँलाई चोट नपरोस्।
2:4	c81q				जब पावलले कोरिन्थीहरूलाई पहिले लेखे, उनको मनको अवस्था कस्तो थियो?	उहाँ ठूलो सङ्कष्ट र हृदयको पीडामा हुनुहुन्थ्यो।
2:4	gclm				पावलले कोरिन्थियन मण्डलीलाई यो पत्र किन लेखे?	उहाँले तिनीहरूलाई पत्र लेख्नुभयो ताकि तिनीहरूले तिनीहरूको लागि उहाँको प्रेमको गहिराइ थाहा पाउन सकून्।
2:6-7	xw3l				पावलले कोरिन्थका सन्तहरूले जसलाई उनीहरूले दण्ड दिएका थिए त्यसको लागि अब के गर्नुपर्छ भन्नुभयो?	पावलले भने कि तिनीहरूले त्यस व्यक्तिलाई क्षमा र सान्त्वना दिनुपर्छ।
2:7	jbk8				कोरिन्थका सन्तहरूले आफूले सजाय दिएकालाई क्षमा र सान्त्वना दिनुपर्छ भनेर पावलले किन भने?	यो यसकारण थियो कि जसलाई तिनीहरूले दण्ड दिएका थिए, त्यो धेरै दुःखले डुबेन।
2:9	acyb				पावलले कोरिन्थियन मण्डलीलाई लेखेको अर्को कारण के हो?	तिनीहरूको जाँच गर्न र तिनीहरू सबै कुरामा आज्ञाकारी छन् कि छैनन् भनी पत्ता लगाउन पावलले तिनीहरूलाई लेखे।
2:11	rono				कोरिन्थियन मण्डलीको लागि किन महत्त्वपूर्ण थियो कि तिनीहरूले जसलाई क्षमा गरेका थिए उसलाई पावल र ख्रीष्टको उपस्थितिमा पनि क्षमा गरिएको थियो?	शैतानले तिनीहरूलाई धोका नदेओस् भनेर यो गरिएको थियो।
2:13	cosq				ट्रोआस सहरमा जाँदा पावलको मनमा किन शान्ति भएन?	तिनको मनमा शान्ति थिएन किनभने तिनले आफ्नो भाइ टाइटसलाई त्रोआसमा भेट्टाउन सकेनन्।
2:14-15	h163				पावल र तिनका साथीहरूद्वारा परमेश्‍वरले के गर्नुभयो?	पावल र तिनका साथीहरूद्वारा परमेश्वरले ख्रीष्टको ज्ञानको मीठो सुगन्ध जताततै फैलाउनुभयो।
2:17	x0a7				पावलले कसरी आफू र तिनका साथीहरू लाभको लागि परमेश्वरको वचन बेच्ने धेरै मानिसहरूभन्दा भिन्न थिए भनी बताए?	पावल र तिनका साथीहरू फरक थिए कि तिनीहरूले परमेश्वरको उपस्थितिमा ख्रीष्टमा बोल्ने, परमेश्वरबाट पठाइएको उद्देश्यको शुद्धताका साथ बोलेका थिए।
3:2	fzs6				पावल र तिनका साथीहरूसँग कस्तो सिफारिस पत्र थियो?	कोरिन्थका सन्तहरू तिनीहरूको सिफारिस पत्र थिए, सबै मानिसहरूले चिन्छन् र पढ्छन्।
3:4-5	fwm9				पावल र तिनका साथीहरूलाई ख्रीष्टद्वारा परमेश्वरमा कस्तो भरोसा थियो?	तिनीहरूको भरोसा तिनीहरूको आफ्नै योग्यतामा थिएन, तर परमेश्वरले तिनीहरूलाई प्रदान गर्नुभएको पर्याप्ततामा थियो।
3:6	q5yd				परमेश्‍वरले पावल र तिनका साथीहरूलाई सेवक हुन योग्य बनाउनुभएको नयाँ करारको आधार के थियो?	नयाँ करार आत्मामा आधारित थियो, जसले जीवन दिन्छ, पत्र होइन, जसले मार्छ।
3:7	sbaz				किन इस्राएलका मानिसहरूले मोशाको अनुहारलाई सीधै हेर्न सकेनन्?	तिनीहरूले उहाँको अनुहारको महिमाको कारणले उहाँको अनुहारलाई सीधै हेर्न सकेनन्, त्यो महिमा क्षीण हुँदै गइरहेको थियो।
3:9	ov3q				कसको बढी महिमा हुनेछ, निन्दाको सेवा वा धार्मिकताको सेवा?	धार्मिकताको सेवकाई महिमामा अझ धेरै छ।
3:14	t89r				इस्राएलको दिमाग कसरी खोल्न सकिन्छ र तिनीहरूको हृदयबाट पर्दा हटाउन सकिन्छ?	जब इस्राएल प्रभु ख्रीष्टमा फर्कन्छ तब मात्र तिनीहरूको दिमाग खुल्छ र घुम्टो हट्छ।
3:15	zb0n				मोशाको पुरानो करार पढ्दा आज इस्राएलका मानिसहरूलाई के समस्या छ?	तिनीहरूको समस्या यो हो कि तिनीहरूको दिमाग बन्द छ र तिनीहरूको हृदयमा पर्दा छ।
3:16	h66q				इस्राएलको दिमाग कसरी खोल्न सकिन्छ र तिनीहरूको हृदयबाट पर्दा हटाउन सकिन्छ?	जब इस्राएल प्रभु ख्रीष्टमा फर्कन्छ तब मात्र तिनीहरूको दिमाग खुल्छ र घुम्टो हट्छ।
3:17	islc				प्रभुको आत्मामा के छ?	जहाँ प्रभुको आत्मा हुन्छ, त्यहाँ स्वतन्त्रता हुन्छ।
3:18	el3x				प्रभुको महिमा देख्नेहरू सबै केमा परिवर्तन हुँदैछन्?	तिनीहरू एक स्तरको महिमाबाट अर्कोमा एउटै महिमाको प्रतिरूपमा परिणत भइरहेका छन्।
4:1	zdyl				पावल र तिनका साथीहरू किन निरुत्साहित भएनन्‌?	तिनीहरूसँग भएको सेवकाईको कारण र तिनीहरूले दया पाएका कारण तिनीहरू निराश भएनन्।
4:2	agpr				पावल र तिनका साथीहरूले त्यागेका मार्गहरू के थिए?	तिनीहरूले लाजमर्दो र लुकेका मार्गहरू त्यागेका थिए। तिनीहरू धूर्ततामा बाँचेनन् र परमेश्वरको वचनलाई गलत प्रयोग गरेनन्।
4:2	ksfp				पावल र उहाँजस्ता मानिसहरूले कसरी परमेश्वरको नजरमा सबैको अन्तस्करणमा आफूलाई सिफारिस गरे?	उनीहरूले सत्यलाई प्रस्तुत गरेर यो गरे।
4:3	wn02				सुसमाचार कसलाई लुकाइएको छ?	यो नाश हुनेहरूका लागि पर्दा छ।
4:4	eo9q				नाश हुनेहरूलाई सुसमाचार किन ढाकिएको छ?	यो घुम्टो छ किनभने यस संसारको ईश्वरले तिनीहरूको अविश्वासी दिमागलाई अन्धा पारेको छ त्यसैले तिनीहरू सुसमाचारको ज्योति देख्न सक्षम छैनन्।
4:5	up8p				पावल र तिनका साथीहरूले येशू र आफ्नो बारेमा के घोषणा गरे?	तिनीहरूले ख्रीष्ट येशूलाई प्रभु र आफूलाई येशूको खातिर कोरिन्थियन चर्चको सेवकको रूपमा घोषणा गरे।
4:7	hiqn				पावल र तिनका साथीहरूसँग माटोको भाँडोमा किन यो खजाना थियो?	तिनीहरूसँग माटोको भाँडोमा यो खजाना थियो ताकि यो स्पष्ट होस् कि अत्यन्त महान् शक्ति परमेश्वरको हो, तिनीहरूको होइन।
4:10	x6tq				पावल र तिनका साथीहरूले किन येशूको मृत्युलाई आफ्नो शरीरमा बोकेका थिए?	तिनीहरूले येशूको मृत्युलाई तिनीहरूको शरीरमा बोकेका थिए ताकि येशूको जीवन तिनीहरूको शरीरमा पनि देखाउन सकोस्।
4:14	uaiv				प्रभु येशूलाई बौरिउठाउनुहुनेको उपस्थितिमा कसलाई उठाएर ल्याइनेछ?	पावल र तिनका साथीहरू र कोरिन्थका सन्तहरूलाई प्रभु येशूलाई उठाउने उहाँको उपस्थितिमा ल्याइनेछ।
4:15	gi5u				धेरै मानिसहरूमा अनुग्रह फैलिएको परिणामको रूपमा के हुनेछ?	धेरै मानिसहरूमा अनुग्रह फैलिएको रूपमा, धन्यवाद परमेश्वरको महिमा बढ्नेछ।
4:16	nnhv				पावल र तिनका साथीहरूले किन निरुत्साहित हुनुपर्ने कारण थियो?	तिनीहरूसँग निरुत्साहित हुने कारण थियो किनभने बाहिरी रूपमा तिनीहरू सडिरहेका थिए।
4:16-18	f2sj				पावल र तिनका साथीहरू किन निरुत्साहित भएनन्‌?	तिनीहरू निरुत्साहित भएनन् किनभने भित्री रूपमा तिनीहरू दिन-प्रतिदिन नवीकरण भइरहेका थिए। साथै, तिनीहरूको क्षणिक, हल्का पीडाले तिनीहरूलाई महिमाको अनन्त वजनको लागि तयार गरिरहेको थियो जुन सबै नापहरू भन्दा बढि छ। अन्तमा, तिनीहरूले नदेखिने अनन्त चीजहरू हेरिरहेका थिए।
5:1	i3tr				यदि हाम्रो पार्थिव बासस्थान नष्ट भयो भने हामीसँग के छ भनेर पावलले भने?	पावलले भने कि हामीसँग परमेश्वरबाट एउटा भवन छ, एउटा घर मानव हातले बनाइएको होइन, तर स्वर्गमा अनन्त घर हो।
5:4	kz4m				हामी यस पालमा छँदा हामी रुन्छौं भनेर पावलले किन भने?	पावलले यसो भनेका थिए किनभने यस पालमा हुँदा हामी बोझले दबिएका छौं र नश्वर कुरालाई जीवनले ग्रहण गर्न सकोस् भनेर लुगा लगाउन चाहन्छौं।
5:5	tqpu				परमेश्वरले हामीलाई के हुन लागेको कुराको प्रतिज्ञाको रूपमा दिनुभयो?	परमेश्‍वरले हामीलाई आउने कुराको प्रतिज्ञाको रूपमा आत्मा दिनुभयो।
5:8	lyor				के पावल शरीरमा वा प्रभुसँग घरमा हुनुहुन्थ्यो?	पावलले भने, "हामी शरीरबाट टाढा र प्रभुसँग घरमा बस्न चाहन्छौं।"
5:9	dei6				पावलको लक्ष्य के थियो?	पावलले प्रभुलाई खुसी पार्ने आफ्नो लक्ष्य बनाए।
5:10	jo62				पावलले किन प्रभुलाई खुसी पार्ने आफ्नो लक्ष्य बनाए?	पावलले यसलाई आफ्नो लक्ष्य बनाए किनभने हामी सबैले ख्रीष्टको न्यायको आसनमा उपस्थित हुनै पर्छ शरीरमा भएका चीजहरूको लागि के योग्य छ, चाहे राम्रो वा खराबको लागि।
5:11	xb3x				पावल र तिनका साथीहरूले किन मानिसहरूलाई मनाउन थाले?	तिनीहरूले मानिसहरूलाई मनाए किनभने तिनीहरूले परमप्रभुको डर जान्दथे।
5:12	tyx7				पावलले भने कि तिनीहरू फेरि कोरिन्थका सन्तहरूलाई सिफारिस गर्दैनन्। तिनीहरू के गर्दै थिए?	तिनीहरूले कोरिन्थियन सन्तहरूलाई तिनीहरूमा गर्व गर्ने कारण दिइरहेका थिए, ताकि कोरिन्थियन सन्तहरूले तिनीहरूका लागि जवाफ पाउन सकून्, जसले उपस्थितिको बारेमा घमण्ड गर्छन् तर हृदयमा भएको कुराको बारेमा होइन।
5:15	tm1r				ख्रीष्ट सबैका लागि मर्नु भएको हुनाले बाँच्नेहरूले के गर्नुपर्छ?	तिनीहरू अब आफ्नो लागि होइन, तर उहाँको लागि बाँच्नु पर्छ जो मर्नुभयो र जीवित हुनुभयो।
5:16	wb64				सन्तहरूले अब कसैलाई कुन मापदण्डद्वारा न्याय गर्दैनन्?	सन्तहरूले अब मानव मापदण्डद्वारा कसैको न्याय गर्दैनन्
5:17	fjw3				ख्रीष्टमा हुने जो कोहीलाई के हुन्छ?	उहाँ नयाँ सृष्टि हुनुहुन्छ। पुराना कुराहरू बितिसकेका छन्; नयाँ कुरा आएको छ।
5:19	epiw				जब परमेश्‍वरले ख्रीष्‍टद्वारा मानिसहरूलाई आफूसँग मिलाउनुहुन्छ, परमेश्‍वरले तिनीहरूका लागि के गर्नुहुन्छ?	परमेश्वरले तिनीहरूको पापी ठेस तिनीहरूको विरुद्धमा गणना गर्नुहुन्न, र उहाँले तिनीहरूलाई मेलमिलापको सन्देश सुम्पनुहुन्छ।
5:20	plr8				ख्रीष्टका नियुक्‍त प्रतिनिधिहरूको हैसियतमा, पावल र तिनका साथीहरूले कोरिन्थीहरूलाई के बिन्ती गर्छन्?	कोरिन्थीहरूलाई तिनीहरूको बिन्ती भनेको ख्रीष्टको खातिर परमेश्वरसँग मेलमिलाप होस्!
5:21	n2e0				किन परमेश्वरले ख्रीष्टलाई हाम्रो पापको बलिदान बनाउनुभयो?	ख्रीष्टमा हामी परमेश्वरको धार्मिकता बन्न सकौं भनेर परमेश्वरले यो गर्नुभयो।
6:1	j8xg				पावल र तिनका साथीहरूले कोरिन्थीहरूलाई के नगर्न बिन्ती गरे?	तिनीहरूले कोरिन्थीहरूलाई परमेश्वरको अनुग्रह प्राप्त नगर्न बिन्ती गरे।
6:2	dczo				अनुकूल समय कहिले हुन्छ? मुक्तिको दिन कहिले हो?	अहिले अनुकूल समय छ । अब मुक्तिको दिन हो।
6:3	kyu3				पावल र तिनका साथीहरूले किन कसैको सामु ठेस लाग्ने ठाउँ राखेनन्‌?	तिनीहरूले कसैको अगाडि ठेस लाग्ने बाधा राखेनन्, किनकि तिनीहरू आफ्नो सेवकाईलाई दोष दिन चाहँदैनथे।
6:4	e2c5				पावल र तिनका साथीहरूको कार्यले के प्रमाणित गर्‍यो?	तिनीहरूको कार्यले तिनीहरू परमेश्‍वरका सेवकहरू थिए भनी प्रमाणित गर्‍यो।
6:4-5	q45m				पावल र तिनका साथीहरूले सहेका केही कुराहरू के-के हुन्?	तिनीहरूले कष्ट, कष्ट, कष्ट, पिटाई, कैद, दंगा, कडा परिश्रम, निद्रा नलागेको रात र भोक सहे।
6:8	ik7g				पावल र तिनका साथीहरू सत्यवादी भए तापनि तिनीहरूमाथि के आरोप लगाइयो?	उनीहरुलाई ठगी गरेको आरोप लागेको थियो ।
6:11	zq4x				कोरिन्थीहरूसित पावलले कस्तो आदानप्रदान गर्न चाहन्छन्?	पावलले भने कि उनको हृदय कोरिन्थीहरूका लागि खुला छ र, निष्पक्ष आदानप्रदानमा, पावलले कोरिन्थका सन्तहरूले पावल र तिनका साथीहरूलाई आफ्नो हृदय खुला गरेको चाहन्थे।
6:13	hzou				कोरिन्थीहरूसित पावलले कस्तो आदानप्रदान गर्न चाहन्छन्?	पावलले भने कि तिनीहरूको हृदय कोरिन्थीहरूका लागि खुला छ र उचित आदानप्रदानमा पावलले कोरिन्थका सन्तहरूले पावल र तिनका साथीहरूका लागि आफ्नो हृदय खुला गरेको चाहन्थे।
6:14-16	x642				कोरिन्थका सन्तहरूलाई अविश्वासीहरूसँग किन बाँध्नु हुँदैन भनेर पावलले के कारणहरू दिन्छन्?	पावलले निम्न कारणहरू बताउँछन्: अधर्मसँग धार्मिकताको के सम्बन्ध छ? के उज्यालोसँग अन्धकारको सम्बन्ध छ? के ख्रीष्ट बेलियारसँग सहमत हुनुहुन्छ? विश्वासी र अविश्वासीको के भाग हुन्छ? के भगवानको मन्दिर र मूर्तिहरू बीच सम्झौता हुन सक्छ?
6:17-18	u5ti				“तिनीहरूका बीचबाट निस्केर अलग्गिएर अलग्गिएर कुनै अशुद्ध कुरा छुने...” चाहनेहरूका लागि उहाँले के गर्नुहुनेछ भनी परमप्रभु भन्नुहुन्छ?	परमप्रभुले तिनीहरूलाई स्वागत गर्नुहुनेछ भन्नुहुन्छ। उहाँ तिनीहरूका पिता हुनुहुनेछ र तिनीहरू उहाँका छोरा-छोरीहरू हुनेछन्।
7:1	yeyh				हामीले आफूलाई शुद्ध गर्नुपर्छ भनेर पावलले के भन्छन्?	हामीले शरीर र आत्मामा अशुद्ध बनाउने सबै कुराबाट आफूलाई शुद्ध पार्नु पर्छ।
7:2	ax17				कोरिन्थका सन्तहरूले आफू र आफ्ना साथीहरूको लागि पावलले के गरेको चाहन्थे?	पावलले उनीहरूलाई "हाम्रो लागि ठाउँ दिनुहोस्!" चाहन्थे!
7:3-4	kc7w				कोरिन्थका सन्तहरूका लागि पावलले प्रोत्साहनका कस्ता शब्दहरू थिए?	पावलले कोरिन्थका सन्तहरूलाई उनीहरू र तिनका साथीहरूको हृदयमा, सँगै मर्न र सँगै बाँच्न भनेका थिए। पावलले उनीहरूमा आफूलाई ठूलो भरोसा रहेको र उनीहरूप्रति गर्व गरेको पनि बताए।
7:6-7	uwbv				पावल र तिनका साथीहरूलाई म्यासेडोनियामा आउँदा र हरेक किसिमले समस्यामा पर्दा परमेश्‍वरले के सान्त्वना दिनुभयो – बाहिरबाट द्वन्द्व र भित्री डर?	टाइटसको आगमनबाट, कोरिन्थका सन्तहरूबाट टाइटसले पाएको सान्त्वनाको रिपोर्टद्वारा, र कोरिन्थियनहरूको ठूलो स्नेह र पावलको लागि तिनीहरूको दु:ख र गहिरो चासोबाट परमेश्वरले तिनीहरूलाई सान्त्वना दिनुभयो।
7:8-9	esxj				What did Paul’s previous letter produce in the Corinthian saints?	कोरिन्थियन सन्तहरूले पावलको अघिल्लो पत्रको जवाफमा पश्चात्तापको लागि शोक अनुभव गरे।
7:9	ygq7				कोरिन्थियन सन्तहरूमा ईश्वरीय दुःखले के उत्पन्न गर्‍यो?	दुःखले तिनीहरूमा पश्चात्ताप ल्यायो।
7:12	m7z2				पावलले किन कोरिन्थका सन्तहरूलाई आफ्नो अघिल्लो पत्र लेखेको बताए?	पावलले कोरिन्थका सन्तहरूले पावल र तिनका साथीहरूको लागि गरेको उत्कटतालाई परमेश्वरको नजरमा कोरिन्थका सन्तहरूलाई बताउनको लागि लेखेको बताए।
7:13	k2om				तीतस किन खुसी थिए?	उहाँ हर्षित हुनुहुन्थ्यो किनभने उहाँको आत्मा सबै कोरिन्थियन सन्तहरूले ताजा गरेको थियो।
7:15	mitf				कोरिन्थका सन्तहरूप्रति टाइटसको स्नेह किन अझ बढ्यो?	कोरिन्थियन सन्तहरूप्रति टाइटसको स्नेह झन् बढ्यो किनभने उनले सबै कोरिन्थियन सन्तहरूको आज्ञाकारितालाई सम्झँदा उनीहरूले उनलाई डर र काँप्दै स्वागत गरे।
8:1	r2ai				पावल कोरिन्थका भाइबहिनीहरूले के जान्न चाहन्थे?	पावलले तिनीहरूले म्यासेडोनियाका मण्डलीहरूलाई दिइएको परमेश्वरको अनुग्रहको बारेमा जान्न चाहन्थे।
8:2	lrui				म्यासेडोनियाका मण्डलीहरूले दुःखको ठूलो परीक्षाको समयमा के गरे, र अत्यन्त गरिब भए पनि?	तिनीहरूले उदारताको ठूलो धन उत्पादन गरे।
8:6	nvfq				पावलले तीतसलाई के गर्न आग्रह गरे?	पावलले टाइटसलाई कोरिन्थका सन्तहरूको तर्फबाट अनुग्रहको यो कार्य पूरा गर्न आग्रह गरे।
8:7	nsw3				कोरिन्थका विश्वासीहरू अरू केमा प्रशस्त थिए?	तिनीहरू विश्वासमा, बोलीमा, ज्ञानमा, सबै लगनशीलतामा र पावलप्रतिको प्रेममा प्रशस्त थिए।
8:12	ek7v				पावलले के राम्रो र स्वीकार्य कुरा हो भन्दछ?	पावल भन्छन् कि कोरिन्थियन सन्तहरूको लागि त्यो काम गर्न तयार हुनु राम्रो र स्वीकार्य कुरा हो।
8:13-14	ghbz				के पावल यो काम अरूलाई राहत होस् र कोरिन्थीका सन्तहरू बोझमा पर्न सकून् भन्ने चाहन्छन्?	होइन। पावलले भने कि वर्तमान समयमा कोरिन्थीहरूको प्रचुरताले उनीहरूलाई (अन्य सन्तहरूलाई) चाहिने कुराहरू पूरा गर्नेछ, र ताकि तिनीहरूको प्रशस्तताले कोरिन्थियन सन्तहरूको आवश्यकता पनि पूरा गर्न सकोस्, र त्यहाँ निष्पक्षता होस्।
8:16-17	oufl				पावलले कोरिन्थका सन्तहरूप्रति राखेको उत्कट हेरचाह परमेश्वरले उनको हृदयमा राखेपछि टाइटसले के गरे?	टाइटसले पावलको अपील स्वीकार गरे, र यसको बारेमा धेरै उत्कट भएर, उनी आफ्नो स्वतन्त्र इच्छाको कोरिन्थियन सन्तहरूकहाँ आए।
8:20	pf1h				यस उदारताको कार्यको सम्बन्धमा पावलले आफ्ना कार्यहरूबाट बच्न के होसियार थिए?	पावलले आफ्नो कार्यको बारेमा गुनासो गर्ने कारण कसैलाई नदिने होसियार थिए।
8:24	vglq				पावलले कोरिन्थका सन्तहरूलाई अरू मण्डलीहरूद्वारा उनीहरूकहाँ पठाइएका भाइहरूबारे के गर्न भनेका थिए?	पावलले कोरिन्थियन मण्डलीलाई उनीहरूको प्रेम देखाउन र अन्य मण्डलीहरूमध्ये कोरिन्थियन मण्डलीको बारेमा पावलले किन घमण्ड गरेका थिए भनेर देखाउन भने।
9:1	o3wa				कोरिन्थका सन्तहरूलाई लेख्नु आवश्यक छैन भनेर पावलले के भन्छन्?	पावल भन्छन् कि सन्तहरूको लागि सेवकाईको बारेमा तिनीहरूलाई लेख्नु आवश्यक छैन।
9:3	bjar				पावलले भाइहरूलाई किन कोरिन्थ पठाए?	कोरिन्थका सन्तहरूबारे उहाँको घमण्ड व्यर्थ नहोस् र पावलले भनेजस्तै कोरिन्थका सन्तहरू तयार हुन सकून् भनेर तिनले भाइहरूलाई पठाए।
9:4-5	tumg				पावलले भाइहरूलाई कोरिन्थका सन्तहरूकहाँ गएर कोरिन्थीहरूले प्रतिज्ञा गरेको उपहारको लागि अग्रिम प्रबन्ध गर्न आग्रह गर्नु किन आवश्यक ठाने?	पावलले आवश्यक ठाने ताकि पावल र तिनका साथीहरूलाई लज्जित नहोस् यदि कुनै माकेडोनियनहरू पावलसँग आए र कोरिन्थीहरूलाई तयार नभएको पाए। पावल कोरिन्थीहरू सित्तैमा प्रस्ताव गरिएको उपहारको साथ तयार भएको चाहन्थे र कोरिन्थीहरूले यसलाई दिन बाध्य भएकाले होइन।
9:6	rbsa				पावलले उनीहरूलाई दिनुको अर्थ के हो भन्छन्?	पावल यसो भन्छन्: "जसले थोरै छर्छ उसले थोरै कटनी गर्नेछ, र प्रशस्त रूपमा छर्नेले प्रशस्त कटनी गर्नेछ।"
9:7	clv5				प्रत्येकले कसरी दिने?	प्रत्येकले आफ्नो हृदयमा योजना गरे अनुसार दिनु पर्छ - जबरजस्ती दायित्वबाट होइन वा उसले दिंदा दुखी होस् भनेर होइन।
9:10-11	n3di				कोरिन्थका सन्तहरूका लागि छर्नेलाई बीउ र खानाको लागि रोटी उपलब्ध गराउनेले के गर्ने थियो?	त्यो एकले बीउ छर्न र तिनीहरूको धार्मिकताको फसल बढाउनको लागि आपूर्ति र गुणा गर्न गइरहेको थियो। तिनीहरू उदार हुन सकून् भन्नाका खातिर तिनीहरू सबै तरिकाले समृद्ध हुने थिए।
9:13	bh3f				कोरिन्थका सन्तहरूले कसरी परमेश्वरको महिमा गरे?	तिनीहरूले ख्रीष्टको सुसमाचार र तिनीहरूको उपहारको उदारताको स्वीकारको आज्ञाकारिताद्वारा परमेश्वरको महिमा गरे।
9:14	b12z				किन अरू सन्तहरूले कोरिन्थियन सन्तहरूको लागि तिनीहरूको लागि प्रार्थना गर्दा तिर्खा गरे?	कोरिन्थीहरूमाथि भएको परमेश्‍वरको असाध्यै महान्‌ अनुग्रहको कारणले गर्दा तिनीहरूले तिनीहरूको इच्छा गरे।
10:2	v5cq				पावलले कोरिन्थका सन्तहरूलाई के बिन्ती गरे?	पावलले तिनीहरूलाई बिन्ती गरे कि जब उहाँ तिनीहरूसँग उपस्थित हुनुहुन्थ्यो, उहाँ आत्मविश्वासका साथ साहसी हुनुपर्दैन।
10:2	v6f7				कुन अवसरको लागि पावलले आत्मविश्वासका साथ साहसी हुनुपर्छ भन्ने सोचेका थिए?	पावल र तिनका साथीहरू शरीरअनुसार बाँचिरहेका छन् भनी ठान्नेहरूको विरोध गर्दा आफूले आत्मविश्वासका साथ साहसी हुनुपर्छ भन्ने पावलले सोचेका थिए।
10:4	v4sc				पावल र तिनका साथीहरूले युद्ध गर्दा कस्ता हतियारहरू प्रयोग गरेनन्?	पावल र तिनका साथीहरूले युद्ध लड्दा शारीरिक हतियारहरू प्रयोग गरेनन्।
10:4	f5m5				पावलले प्रयोग गरेका हतियारहरूले के गर्ने शक् ति पाए?	पावलले प्रयोग गरेका हतियारहरूले किल्लाहरू ध्वंश पार्ने ईश् वरीय शक् ति थियो ।
10:8	gvuy				कुन कारणले प्रभुले पावल र तिनका साथीहरूलाई अख्तियार दिनुभयो?	प्रभुले पावल र तिनका साथीहरूलाई अख्तियार दिनुभयो ताकि तिनीहरूले कोरिन्थियन सन्तहरूलाई निर्माण गर्न सकून् र तिनीहरूलाई नष्ट नगर्न सकून्।
10:10	x852				पावल र तिनका पत्रहरूबारे केही मानिसहरूले के भनेका थिए?	कसै-कसैले पावलका पत्रहरू गम्भीर र शक्तिशाली थिए भनी भने, तर शारीरिक रूपमा उनी कमजोर थिए र उनको बोली सुन्न लायक थिएन।
