Reference	ID	Tags	Quote	Occurrence	Question	Response
1:15	n9lr				अविश्‍वासी मानिसमा के भ्रष्ट हुन्छ?	उसको मन र विवेक दुवै भ्रष्ट हुन्छ।\n\n
1:16	feiw				भ्रष्ट मानिसले परमेश्‍वरलाई  चिनेको दाबी गरे तापनि उसले उहाँलाई कसरी इन्कार गर्छ?	उसले आफ्नो कार्यद्वारा परमेश्‍वरलाई इन्कार गर्छ।
2:2	l08x				मण्डलीका बूढा मानिसहरूमा हुने केही विशेषताहरू के-के हुन्?\n\n	तिनीहरू संयमी, सम्मानित, समझदार, र विश्‍वासमा, प्रेममा, र लगनशील हुनुपर्दछ।
2:3	piyt				मण्डलीका वृद्ध महिलाहरूमा हुने केही विशेषताहरू के-के हुन्?\n\n	तिनीहरू आदरणीय, संयमित हुनुपर्छ, निन्दा गर्ने होइन, राम्रो कुराको शिक्षक हुनुपर्दछ।\n\n
2:4	ccz2				वृद्ध महिलाहरूले जवान महिलाहरूलाई के गर्न सिकाउनुपर्छ?	तिनीहरूले तिनीहरूलाई आफ्नो पतिलाई माया गर्न र आज्ञा पालन गर्न, र आफ्ना छोराछोरीलाई माया गर्न सिकाउनुपर्छ।\n\n
2:7	jlut				तीतसले आफूलाई असल कामहरूको उदाहरणको रूपमा कसरी प्रस्तुत गर्नुपर्छ?\n\n	उहाँको शिक्षामा, उहाँ भ्रष्ट हुनुपर्दछ, मर्यादाका साथ काम गर्नुपर्दछ, र आलोचना भन्दा माथिको राम्रो सन्देश दिनुपर्दछ।\n\n
2:8	idm5				यदि तितस राम्रो उदाहरण हुन् भने विरोध गर्नेहरूलाई के हुनेछ?	उहाँको विरोध गर्नेहरू लज्जित हुनेछन् किनभने तिनीहरूसँग उहाँको बारेमा केही नराम्रो कुरा छैन।\n\n
2:9	v4mn				विश्‍वासी दासहरूले कस्तो व्यवहार गर्नुपर्छ?	तिनीहरूले आफ्ना मालिकहरूको आज्ञापालन गर्नुपर्छ, खुसी हुनुपर्दछ, र तर्क गर्नु हुँदैन।\n\n
2:10	rmsh				जब ख्रीष्टियन दासहरूले पावलले निर्देशन दिएअनुसार व्यवहार गर्छन्, त्यसले अरूलाई कस्तो असर गर्छ?	यसले हाम्रा मुक्तिदाता परमेश्‍वरको बारेमा शिक्षालाई श्रेय दिनेछ।
2:11	n5o4				परमेश्‍वरको कृपाले कसलाई बचाउन सक्छ?	परमेश्‍वरको कृपाले सबैलाई बचाउन सक्छ।
2:12	o3ri				परमेश्‍वरको अनुग्रहले हामीलाई के अस्वीकार गर्न तालिम दिन्छ?	परमेश्‍वरको अनुग्रहले हामीलाई ईश्‍वरहीनता  र सांसारिक इच्छाहरू अस्वीकार गर्न तालिम दिन्छ।
2:13	ytj1				विश्‍वासीहरू कस्तो भविष्यको घटना प्राप्त गर्न उत्सुक छन्?	विश्‍वासीहरू धन्य आशा प्राप्त गर्न तत्पर छन्: हाम्रा महान् परमेश्‍वर र मुक्तिदाता येशू ख्रीष्टको महिमाको उपस्थिति।
2:14	fk1b				किन येशूले हाम्रो लागि आफैलाई अर्पण गर्नुभयो?\n\n	हामीलाई अधर्मबाट छुटकारा दिन र असल काम गर्न जोसिलो हुने मानिसहरूलाई शुद्ध पार्न उहाँले आफूलाई अर्पण गर्नुभयो।\n\n
3:1	i6ns				शासकहरू र अधिकारीहरूप्रति विश्‍वासीको दृष्टिकोण कस्तो हुनुपर्छ?	विश्‍वासीले तिनीहरूलाई समर्पण गर्नुपर्छ र तिनीहरूको आज्ञापालन गर्नुपर्छ, र हरेक राम्रो कामको लागि तयार हुनुपर्छ।
3:3	zgen				कुन कुराले अविश्‍वासीहरूलाई  बहकाउँछ र तिनीहरूलाई दास बनाउँछ?	तिनीहरूका विभिन्‍न आकांक्षाहरू र आनन्दहरूले तिनीहरूलाई भ्रामक बनाउँछन् र तिनीहरूलाई दास बनाउँछन्।
3:5	cerb				परमेश्‍वरले हामीलाई कुन माध्यमबाट बचाउनुभयो?	उहाँले हामीलाई नयाँ जन्मको धुलाई र पवित्र आत्माको नवीकरणद्वारा बचाउनुभयो।
3:5	vfdd				हामीले गरेका असल कामहरूको कारणले वा परमेश्‍वरको  कृपा, कुन कुराले गर्दा हामीले मुक्ति पाएका छौं?	हामी केवल परमेश्‍वरको कृपाले बचेका छौं।
3:7	tclv				उहाँले हामीलाई धर्मी ठहराएपछि, परमेश्‍वरले हामीलाई के बनाइदिनुहुन्छ?	परमेश्‍वरले हामीलाई उहाँको उत्तराधिकारी बनाउनुहुन्छ।
3:8	cvv3				विश्‍वासीहरूले के गर्न होसियार हुनुपर्छ?	विश्‍वासीहरूले राम्रो काम गर्न होसियार हुनुपर्छ।
3:9	lgio				विश्‍वासीहरूले केबाट बच्‍नुपर्छ?	विश्‍वासीहरू मूर्खतापूर्ण बहसहरू, वंशावलीहरू, झगडाहरू, र धार्मिक कानूनको बारेमा विवादबाट टाढा रहनुपर्छ।
3:10	lapn				एक वा दुई चेतावनी पछि हामीले कसलाई अस्वीकार गर्नुपर्छ?	हामीले विभाजनकारी व्यक्तिलाई अस्वीकार गर्नुपर्छ।\n\n
3:14	i5lu				विश्‍वासीहरूले फलदायी हुनको लागि आफूलाई केमा संलग्‍न गर्नुपर्छ?	विश्‍वासीहरूले आवश्यक आवश्यकताहरू पूरा गर्न असल कामलाई जोड्न सिक्नुहोस्।
