Reference	ID	Tags	Quote	Occurrence	Question	Response
6:1	c373				पावलले कसरी दासहरूले आफ्ना मालिकहरूलाई आदर गर्नुपर्छ भनी भने?	दासहरूले आफ्ना मालिकहरूलाई सबै सम्मानको योग्य ठान्‍नुपर्छ भनी पावलले भने।
6:4	o81w				कस्तो प्रकारको व्यक्तिले स्वस्थ शब्दहरू र ईश्‍वरीय शिक्षालाई अस्वीकार गर्छ?	स्वस्थ वचनहरू र ईश्‍वरीय शिक्षालाई इन्कार गर्ने मानिस फुल्छ र केही बुझ्दैन।
6:6	jxrb				पावलले ठूलो लाभ के हो भन्छन्?	पावल भन्छन् कि भक्तिसँग सन्तुष्‍टि ठूलो लाभ हो।
6:7	hvug				हामीले यस संसारमा के ल्यायौँ, र छोड्दा हामी के साथमा लैजान सक्छौँ?	हामीले संसारमा केहि ल्याएका छैनौँ, र केहि बाहिर निकाल्न सक्दैनौँ।
6:8	rdgo				यस संसारमा केमा सन्तुष्‍ट हुनुपर्छ?	हामीसँग खाना र लत्ताकपडा छ भनेर सन्तुष्‍ट हुनुपर्छ।
6:9	fdi9				धनी बन्‍न चाहनेहरू केमा पर्छन्?	धनी बन्‍न चाहनेहरू परीक्षा र पासोमा फस्छन्।
6:10	tce6				सबै प्रकारको दुष्‍टताको जरा के हो?	पैसाको प्रेम सबै प्रकारका खराबीको जरा हो।
6:10	hb21				पैसालाई  गर्ने कोहीलाई के भएको छ?	पैसालाई प्रेम गर्ने कोही-कोही विश्‍वासबाट टाढिएका छन्।
6:12	g2dg				तिमोथीले कस्तो लडाइ लड्नुपर्छ भनी पावल भन्छन्?	पावल भन्छन् कि तिमोथीले विश्‍वासको अलस लडाई लड्नुपर्छ।
6:16	dw42				परमेश्‍वर कहाँ बास गर्नुहुन्छ?	परमेश्‍वर अगम्य प्रकाशमा वास गर्नुहुन्छ
6:17	avt4				धनीहरूले किन अनिश्‍चित धनमा होइन परमेश्‍वरमा आशा राख्नुपर्छ?	धनीहरूले परमेश्‍वरमा आशा राख्नुपर्छ किनभने उहाँले हामीलाई आनन्‍द गर्ने सबै कुराहरू प्रदान गर्नुहुन्छ।
6:19	kgm1				असल काममा धनी हुनेहरूले आफ्नो लागि के गर्छन् ?	असल काममा धनी हुनेहरूले आफ्नो लागि असल जग राख्छन्, र साँचो जीवनलाई बुझ्छन्।
6:20	jsbo				अन्तमा, पावलले तिमोथीलाई दिएका कुराहरूलाई के गर्न भन्छन्?	पावलले तिमोथीलाई आफूलाई सुम्पिएको कुराको रक्षा गर्न भन्छन्।
