Reference	ID	Tags	Quote	Occurrence	Question	Response
1:18-19	n7ls				पावलले अरू केही प्रेषितहरूलाई अन्तमा कहाँ भेटे?	अन्तमा, पावल यरूशलेम गए र प्रेरित केफा र याकूबलाई भेटे।
1:22-23	fxfg				यहूदियाका मण्डलीहरूले पावलको बारेमा के सुनेका थिए?	यहूदियाका मण्डलीहरूले सुनिरहेका थिए कि कुनै समय मण्डलीलाई सताउने पावलले अब विश्वासको घोषणा गरिरहेका थिए।
2:1-2	sg6l				14 वर्षपछि पावल यरूशलेम गएपछि के गरे?	पावलले मण्डलीका अगुवाहरूसँग गोप्य रूपमा कुरा गरे, उनीहरूलाई आफूले घोषणा गरेको सुसमाचारको व्याख्या गर्दै।
2:3	ryvx				तीतस, एक अन्यजाति, के गर्न आवश्यक थिएन?	टाइटसलाई खतना गर्न आवश्यक थिएन।
2:4	n7kn				झूटा भाइहरू के गर्न चाहन्थे?	झूटा भाइहरूले पावल र तिनका साथीहरूलाई व्यवस्थाको दास बनाउन चाहन्थे।
2:6	l735				के यरूशलेमको मण्डलीका अगुवाहरूले पावलको सन्देशलाई परिवर्तन गरे?	होइन, तिनीहरूले पावलको सन्देशमा केही थपेका छैनन्।
2:7-8	gi1g				पावललाई मुख्यतया सुसमाचार प्रचार गर्न पठाइएको थियो?	पावललाई मुख्यतया खतना नगरिएका अन्यजातिहरूलाई सुसमाचार प्रचार गर्न पठाइएको थियो।
2:7-8	u2cc				पत्रुसलाई मुख्यतया सुसमाचार सुनाउन कसलाई पठाइएको थियो?	पत्रुसलाई मुख्यतया खतना भएका यहूदीहरूलाई सुसमाचार प्रचार गर्न पठाइएको थियो।
2:9	bx0g				यरूशलेमका अगुवाहरूले पावलको सेवकाईप्रति अनुमोदन कसरी देखाए?	यरूशलेमका अगुवाहरूले पावल र बर्नाबसलाई आफ्नो अनुमोदन देखाउनको लागि फेलोशिपको दाहिने हात दिए।
2:11-12	gfg5				एन्टिओक पुग्दा पत्रुसले कस्तो गल्ती गरे?	पत्रुसले अन्यजातिहरूसँग खान छाड्यो, किनभने खतना भएका मानिसहरूसँग उनी डराउँथे।
2:14	q11q				पावलले केफासलाई सबैको अगाडि के सोधे?	पावलले केफासलाई सोधे कि केफास अन्यजाति जस्तै जीवन बिताइरहेका बेला उनले अन्यजातिहरूलाई कसरी यहूदीहरू जस्तै जीवन बिताउन बाध्य पार्न सक्छन्।
2:16	zqqn				पावलले भने कि कोही पनि के द्वारा धर्मी छैन?	पावलले भने कि व्यवस्थाको कामले कोही पनि धर्मी हुँदैन।
2:16	h9tg				परमेश्वरको सामु एक व्यक्ति कसरी धर्मी ठहरिन्छ?	ख्रीष्ट येशूमा विश्वास गरेर एक व्यक्ति परमेश्वरको सामु धर्मी ठहरिन्छ।
2:18	eljf				यदि कसैले ख्रीष्टमा विश्वास गरेपछि व्यवस्था पछ्याउने प्रयासमा फर्कन्छ भने, पावलले वास्तवमा के बनेको भन्दछ?	पावल भन्छन् कि उनी वास्तवमा कानून तोड्ने व्यक्ति हुन्।
2:20	c7ji				पावलले अब उहाँमा को बसेको छ भन्नुभयो?	पावलले भने कि ख्रीष्ट अब उहाँमा बस्नुभयो।
2:20	stq0				परमेश्‍वरका पुत्रले उहाँको लागि के गर्नुभयो भनी पावल भन्छन्?	पावल भन्छन् कि परमेश्वरको पुत्रले उहाँलाई प्रेम गर्नुभयो र आफूलाई पावलको लागि अर्पण गर्नुभयो।
3:6	n5o2				अब्राहामलाई कसरी परमेश्‍वरको सामु धर्मी ठानिन्थ्यो?	अब्राहामले परमेश्वरलाई विश्वास गरे, र यो उहाँलाई धार्मिकताको रूपमा श्रेय गरियो।
3:7	ihwt				अब्राहामका छोराहरू को हुन्?	परमेश्वरलाई विश्वास गर्नेहरू अब्राहामका छोराहरू हुन्।
3:8	ibj7				धर्मशास्त्रले भविष्यवाणी गरेको थियो कि अन्यजातिहरू कुन तरिकामा धर्मी ठहरिनेछन्?	धर्मशास्त्रले भविष्यवाणी गरेको थियो कि अन्यजातिहरू विश्वासद्वारा धर्मी ठहरिनेछन्।
3:10	t6yk				न्यायिक हुनका लागि कानूनको काममा भर पर्नेहरू केको अधीनमा छन्?	धर्मी ठहरिन व्यवस्थाका कामहरूमा भर परेकाहरू श्रापमा परेका छन्।
3:11	wofi				व्यवस्थाका कामहरूद्वारा कति मानिसहरूलाई परमेश्वरले धर्मी ठहराउनुभएको छ?	कानूनको कामबाट कसैलाई पनि धर्मी ठहराइएको छैन।
3:14	ks37				किन ख्रीष्टले हाम्रो लागि श्राप बनेर हामीलाई छुटकारा दिनुभयो?	अब्राहाममाथिको आशीर्वाद अन्यजातिहरूमा आउन सकोस् भनेर ख्रीष्टले हाम्रो लागि श्राप बनेर हामीलाई उद्धार गर्नुभयो।
3:16	kljb				अब्राहामलाई गरिएको प्रतिज्ञामा भनिएको “वंशज” को थियो?	अब्राहामलाई गरिएको प्रतिज्ञामा भनिएको “वंशज” ख्रीष्ट हुनुहुन्थ्यो।
3:17	rkbr				के अब्राहामले अब्राहामलाई गरेको प्रतिज्ञालाई 430 वर्ष पछि यहूदी व्यवस्थाको आगमनले रद्द गर्यो?	होइन, व्यवस्थाले अब्राहामलाई गरेको प्रतिज्ञालाई खारेज गरेको छैन।
3:19	r3x5				त्यसो भए कानुन किन आयो ?	अब्राहामको सन्तान नआउन्जेल नियम उल्लंघनको कारण आयो।
3:22	jvvr				धर्मशास्त्रको व्यवस्थाले सबैलाई के अन्तर्गत कैद गरेको छ?	धर्मशास्त्रको व्यवस्थाले सबैलाई पापको अधीनमा राखेको छ।
3:23-26	vaww				कानुनको कारागारबाट हामी कसरी मुक्त हुन्छौं?	ख्रीष्ट येशूमा विश्वास गरेर हामी व्यवस्थाको कैदबाट मुक्त भएका छौं।
3:27	dti9				ख्रीष्टमा कसले पहिरिएको छ?	ख्रीष्टमा बप्तिस्मा लिने सबैले ख्रीष्टमा लुगा लगाएका छन्।
3:28	bp4h				ख्रीष्ट येशुमा कस्ता किसिमका व्यक्तिहरू एक बनाइएका छन्?	यहूदी, ग्रीक, दास, स्वतन्त्र, पुरुष र नारी सबै ख्रीष्ट येशूमा एक बनाइएका छन्।
4:1-2	kml9				सम्पत्तिको उत्तराधिकारी बच्चा हुँदा कसरी बाँच्छन्?	उत्तराधिकारी आफ्नो बुबाले तोकेको समय सम्म अभिभावक र ट्रस्टीहरूको अधीनमा दासको रूपमा जीवन बिताउँछन्।
4:4-5	gsoo				ईतिहासमा परमेश्वरले सही समयमा के गर्नुभयो?	ठीक समयमा, व्यवस्थाको अधीनमा रहेकाहरूलाई छुटकारा दिन परमेश्वरले आफ्नो पुत्रलाई पठाउनुभयो।
4:5	aa5k				व्यवस्थाको अधीनमा रहेका छोराछोरीहरूलाई परमेश्वरले कसरी आफ्नो परिवारमा ल्याउनुभयो?	व्यवस्थाको अधीनमा रहेका सन्तानहरूलाई परमेश्‍वरले छोराको रूपमा धर्मपुत्री बनाउनुभयो।
4:6	ge9i				परमेश्वरले आफ्ना छोराछोरीहरूको हृदयमा के पठाउनुहुन्छ?	परमेश्वरले आफ्ना छोराको आत्मालाई आफ्ना छोराछोरीहरूको हृदयमा पठाउनुहुन्छ।
4:8	lmva				हामीले परमेश्वरलाई चिन्नु अघि, हामी कसको दास हौं?	हामीले परमेश्वरलाई चिन्नु भन्दा पहिले, हामी संसारमा शासन गर्ने आत्माहरूका दास हौं, जो कुनै पनि देवताहरू होइनन्।
4:9	et22				गलातीहरू केमा फर्किरहेका थिए भनेर पावल अन्योलमा थिए?	गलातीहरू फेरि संसारको शासक आत्माहरूमा फर्किरहेका छन् भनेर पावल अन्योलमा थिए।
4:9-11	dcls				गलातीहरू फर्केको देख्दा पावल तिनीहरूको लागि के डराउँछन्?	गलातीहरू फेरि दास बन्नेछन्‌ र तिनीहरूमाथि तिनले व्यर्थको परिश्रम गरेका छन्‌ भनेर पावललाई डर छ।
4:13	grkg				जब पावल पहिलो पटक गलातीहरूकहाँ आए, उहाँलाई कस्तो समस्या थियो?	जब पावल पहिलो पटक गलातीहरूकहाँ आए, उहाँलाई शारीरिक रोग थियो।
4:14	v4yn				पावलको समस्याको बावजुद गलातीहरूले तिनलाई कसरी ग्रहण गरे?	पावलको समस्याको बावजुद, गलातीहरूले पावललाई परमेश्वरको स्वर्गदूतको रूपमा, ख्रीष्ट येशूको रूपमा स्वीकार गरे।
4:17	d3xb				गलातियाका झूटा शिक्षकहरू को-को हुन् जसले छुट्टिन खोजिरहेका छन्?	झूटा शिक्षकहरूले गलातीहरूलाई पावलबाट अलग गर्न खोजिरहेका छन्।
4:20-21	s4s2				झूटा शिक्षकहरूले गलातीहरूलाई के अन्तर्गत राख्न खोजिरहेका छन्?	झूटा शिक्षकहरूले गलातीहरूलाई फेरि व्यवस्थाको अधीनमा राख्न खोजिरहेका छन्।
4:22	tswh				अब्राहामका कुन दुई प्रकारका स्त्रीहरूबाट दुई छोरा थिए?	अब्राहामका दुई छोरा थिए, एउटा दासीबाट र अर्को स्वतन्त्र महिलाबाट।
4:26	wwsm				पावल र विश्वास गर्ने गलातीहरूको प्रतीकात्मक आमा को हुन्?	माथिको यरूशलेम, स्वतन्त्र स्त्री, पावल र विश्वासी गलातीहरूको प्रतीकात्मक आमा हो।
4:28	gz32				के ख्रीष्टमा विश्वास गर्नेहरू शरीरका सन्तान हुन् वा प्रतिज्ञाका सन्तान हुन्?	ख्रीष्टमा विश्वास गर्नेहरू प्रतिज्ञाका सन्तान हुन्।
4:29	jmva				प्रतिज्ञाका छोराछोरीलाई कसले सताउँछ?	शरीरका सन्तानहरूले प्रतिज्ञाका सन्तानहरूलाई सताउँछन्।
4:30	sdh3				दासीका छोराछोरीले उत्तराधिकारमा के पाउँदैनन्?	दास स्त्रीका सन्तानले स्वतन्त्र महिलाका सन्तानसँग उत्तराधिकार पाउँदैनन्।
4:31	r7te				के ख्रीष्टमा विश्वास गर्नेहरू दास स्त्रीका सन्तान हुन् वा स्वतन्त्र स्त्रीका सन्तान हुन्?	ख्रीष्टमा विश्वास गर्नेहरू स्वतन्त्र महिलाका सन्तान हुन्।
5:1	rtss				कुन उद्देश्यको लागि ख्रीष्टले हामीलाई स्वतन्त्र पार्नुभएको छ?	स्वतन्त्रताको लागि ख्रीष्टले हामीलाई स्वतन्त्र पार्नुभएको छ।
5:2	ow5t				यदि खतना भयो भने गलातीहरूलाई के हुनेछ भनेर पावलले चेतावनी दिए?	पावलले भने कि यदि गलातीहरू खतना भए भने, ख्रीष्टले तिनीहरूलाई कुनै पनि हिसाबले फाइदा दिनुहुनेछैन।
5:4	unjp				व्यवस्था पछ्याएर धर्मी ठहरिन खोज्ने सबै गलातीहरूलाई के हुनेछ भनेर पावलले चेतावनी दिए?	पावलले चेतावनी दिए कि सबै गलातीहरू जसले व्यवस्था पछ्याएर धर्मी बन्न खोज्छन् ख्रीष्टबाट अलग हुनेछन् र अनुग्रहबाट टाढा हुनेछन्।
5:6	izs9				खतना र बेखतनाको विपरित, ख्रीष्ट येशूमा कुनै पनि कुराको अर्थ के हो?	ख्रीष्ट येशूमा, प्रेमद्वारा काम गर्ने विश्वासको अर्थ कुनै पनि कुरा हो।
5:10	z2kn				गलातीहरूलाई सुसमाचारको बारेमा भ्रमित पार्ने व्यक्तिको सम्बन्धमा पावल के कुरामा विश्वस्त छन्?	गलातीहरूलाई सुसमाचारको बारेमा भ्रमित गर्नेले परमेश्वरको न्याय भोग्नेछ भन्ने कुरामा पावल विश्वस्त छन्।
5:11	v9ve				पावल भन्छन् कि खतनाको घोषणाले के गर्छ?	खतनाको घोषणा गर्दा क्रुसको ठेस लाग्ने बाधा नष्ट हुनेछ भनी पावलले बताए।
5:13	wgj2				विश्वासीहरूले कसरी ख्रीष्टमा आफ्नो स्वतन्त्रता प्रयोग नगर्ने?	विश्वासीहरूले ख्रीष्टमा भएको आफ्नो स्वतन्त्रतालाई शरीरको लागि अवसरको रूपमा प्रयोग गर्नु हुँदैन।
5:13	hglc				विश्वासीहरूले कसरी ख्रीष्टमा आफ्नो स्वतन्त्रता प्रयोग गर्ने?	विश्वासीहरूले प्रेममा एकअर्काको सेवा गर्न ख्रीष्टमा आफ्नो स्वतन्त्रता प्रयोग गर्नुपर्छ।
5:14	dwbj				सम्पूर्ण व्यवस्था कुन एउटा आज्ञामा पूरा हुन्छ?	"तिमीले आफ्नो छिमेकीलाई आफूलाई जस्तै प्रेम गर्नुपर्छ" भन्ने आज्ञामा सम्पूर्ण व्यवस्था पूरा भएको छ।
5:16	ympc				विश्वासीहरूले कसरी शरीरको अभिलाषा पूरा गर्न सक्दैनन्?	विश्वासीहरू आत्माद्वारा बाँच्न सक्छन्, र यसरी, शरीरको अभिलाषा पूरा गर्न सक्दैनन्।
5:17	a5pf				विश्वासी भित्र कुन दुई कुरा एकअर्काको विरुद्धमा छन्?	आत्मा र शरीर विश्वासी भित्र एकअर्काको विरोध गर्दछ।
5:20-21	cztb				शरीरका कामहरूका तीनवटा उदाहरणहरू के हुन्?	देहका कामहरूका तीन उदाहरणहरू निम्न सूचीमध्ये कुनै पनि तीन हुन्: यौन अनैतिकता, अशुद्धता, कामुकता, मूर्तिपूजा, जादूटोना, शत्रुता, कलह, ईर्ष्या, क्रोधको प्रकोप, प्रतिद्वन्द्वी, कलह, साम्प्रदायिक विभाजन, ईर्ष्या, मतवालापन, र मातेको दंगा। ।
5:21	ubwn				शरीरका कामहरू गर्नेहरूले के पाउने छैनन्?	शरीरका कामहरू गर्नेहरूले परमेश्वरको राज्यको हकदार हुनेछैनन्।
5:22-23	k16e				आत्माको फल के हो?	आत्माको फल प्रेम, आनन्द, शान्ति, धैर्य, दया, भलाइ, विश्वास, कोमलता, र आत्म-संयम हो।
5:24	q615				जो ख्रीष्ट येशूका हुन् तिनीहरूले शरीर र त्यसका अभिलाषाहरूलाई के गरे?	जो ख्रीष्ट येशूका हुन्, तिनीहरूले शरीर र यसको अभिलाषाहरूलाई क्रूसमा टाँगेका छन्।
6:1	rthj				यदि कुनै व्यक्ति कुनै अपराधमा फसेको छ भने आध्यात्मिक भएकाहरूले के गर्नुपर्छ?	जो आध्यात्मिक छन्, उनीहरूले त्यो मानिसलाई नम्रताको भावनामा पुनर्स्थापित गर्नुपर्छ।
6:1	xaix				कुन खतराको लागि जो आध्यात्मिक होशियार हुनुपर्छ?	जो आध्यात्मिक छन् तिनीहरूले पनि प्रलोभनमा नपरोस् भनेर होसियार हुनुपर्छ।
6:2	c0kl				विश्वासीहरूले कसरी ख्रीष्टको व्यवस्था पूरा गर्छन्?	विश्वासीहरूले एकअर्काको बोझ बोकेर ख्रीष्टको व्यवस्था पूरा गर्छन्।
6:4	uy96				एक व्यक्तिले आफ्नो काममा गर्व गर्ने कुरा कसरी हुन सक्छ?	एक व्यक्तिले आफूलाई अरू कसैसँग तुलना नगरी आफ्नो कामको जाँच गरेर गर्व गर्न आफैंमा केहि हुन सक्छ।
6:6	vqa1				शब्द सिकाउनेले आफ्नो गुरुसँग के गर्नुपर्छ?	जसलाई शब्द सिकाइएको छ उसले आफ्ना गुरुसँग सबै राम्रा कुराहरू साझा गर्नुपर्छ।
6:7	z414				मानिसले आध्यात्मिक रूपमा जे रोप्छ त्यसलाई के हुन्छ?	मानिसले आध्यात्मिक रूपमा जे रोप्छ उसले फसल गर्नेछ।
6:8	onr9				आफ्नै शरीरको लागि रोप्ने मानिसले के फसल गर्छ?	आफ्नै शरीरको लागि रोप्ने मानिसले आफ्नो शरीरबाट विनाश कटनी गर्छ।
6:8	q4vy				आत्माको लागि रोप्ने मानिसले के फसल गर्छ?	आत्माबाट एक मानिस जसले आत्माको लागि रोप्छ उसले अनन्त जीवन फसल गर्दछ।
6:9	sx5e				यदि विश्वासीले हार मानेन र असल काम गरिरहन्छ भने उसले के पाउनेछ?	असल काम गरिरहने विश्वासीले फसल कटनी गर्नेछ।
6:10	kigw				असल काम गरिरहने विश्वासीले फसल कटनी गर्नेछ।	विश्वासीहरूले विशेष गरी विश्वासको परिवारका मानिसहरूलाई राम्रो गर्नुपर्दछ।
6:12	tst8				विश्वासीहरूलाई खतना गर्न बाध्य पार्न चाहनेहरूको प्रेरणा के हो?	विश्वासीहरूलाई खतना गर्न बाध्य पार्न चाहनेहरू ख्रीष्टको क्रूसको लागि सताउन चाहँदैनन्।
6:14	tx9g				पावलले आफूलाई केमा गर्व छ भन्‍नुभयो?	पावलले भने कि उहाँ हाम्रा प्रभु येशू ख्रीष्टको क्रुसमा गर्व गर्नुहुन्छ।
6:15	xubf				खतना वा बेखतनाको सट्टा, के महत्त्वपूर्ण छ?	महत्त्वपूर्ण कुरा नयाँ सृष्टि हो।
6:16	d3zg				पावल कसलाई शान्ति र कृपा चाहन्छन्?	पावलले नयाँ सृष्टिको शासनमा बाँच्नेहरू र परमेश्वरको इस्राएलमा शान्ति र कृपाको कामना गर्दछ।
6:17	veyw				पावलले आफ्नो शरीरमा के बोकेका थिए?	पावलले आफ्नो शरीरमा येशूको चिन्ह बोकेका थिए।
